namapemda,provinsi,tahun,level1coa90,level2coa90,level3coa90,jenis,nilai
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,51. Belanja Pegawai,511. Belanja Pegawai,Realisasi,912725670831
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,52. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,Anggaran,901224967302
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,52. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,Realisasi,424290614042
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Anggaran,408496671751
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Realisasi,184091628508
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,514. Belanja Subsidi,Anggaran,136250000
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,514. Belanja Subsidi,Realisasi,0
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Anggaran,217186653500
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Realisasi,196570296067
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Anggaran,3192500000
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Realisasi,1425000000
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Anggaran,5000000000
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Realisasi,0
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Anggaran,335221575371
Provinsi Bengkulu,Provinsi Bengkulu,2024,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Realisasi,250147138847
Provinsi Bengkulu,Provinsi Bengkulu,2024,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,Anggaran,65000000000
Provinsi Bengkulu,Provinsi Bengkulu,2024,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,Realisasi,0
Provinsi Bengkulu,Provinsi Bengkulu,2024,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,622. Penyertaan Modal Daerah,Anggaran,1000000000
Provinsi Bengkulu,Provinsi Bengkulu,2024,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,622. Penyertaan Modal Daerah,Realisasi,0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,4. Pendapatan Daerah,41. PAD,411. Pajak Daerah,Anggaran,2018352703526
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,4. Pendapatan Daerah,41. PAD,411. Pajak Daerah,Realisasi,1779447095411
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,4. Pendapatan Daerah,41. PAD,412. Retribusi Daerah,Anggaran,64804109600
