,kode_wilayah,wilayah,tahun,nilai
128,6100,Provinsi Kalimantan Barat,2022,614311626187.0
129,6300,Provinsi Kalimantan Selatan,2022,494472373699.0
130,9500,Provinsi Kalimantan Selatan,2022,494472373699.0
131,6200,Provinsi Kalimantan Tengah,2022,496763723586.0
132,6400,Provinsi Kalimantan Timur,2022,488752355954.0
133,6500,Provinsi Kalimantan Utara,2022,280116646757.0
134,2100,Provinsi Kepulauan Riau,2022,326376450822.0
135,1800,Provinsi Lampung,2022,669920945130.0
136,8100,Provinsi Maluku,2022,647272134887.0
137,8200,Provinsi Maluku Utara,2022,742038673129.0
138,5200,Provinsi Nusa Tenggara Barat,2022,930842145842.0
139,5300,Provinsi Nusa Tenggara Timur,2022,1020811924506.0
140,9400,Provinsi Papua,2022,784723603121.0
141,9200,Provinsi Papua Barat,2022,675770923708.0
142,9100,Provinsi Papua Barat,2022,675770923708.0
143,1400,Provinsi Riau,2022,559599429805.0
144,7600,Provinsi Sulawesi Barat,2022,474551745773.0
145,7300,Provinsi Sulawesi Selatan,2022,599655768635.0
146,7200,Provinsi Sulawesi Tengah,2022,812745150336.0
147,7400,Provinsi Sulawesi Tenggara,2022,576498578659.0
148,7100,Provinsi Sulawesi Utara,2022,649125320014.0
149,1300,Provinsi Sumatera Barat,2022,535137388776.0
150,1600,Provinsi Sumatera Selatan,2022,400148429022.0
151,1200,Provinsi Sumatera Utara,2022,613217218482.0
152,1100,Provinsi Aceh,2023,690069672747.0
153,5100,Provinsi Bali,2023,213763143352.0
154,1900,Provinsi Bangka Belitung,2023,295007680680.0
155,3600,Provinsi Banten,2023,283870498059.0
156,1700,Provinsi Bengkulu,2023,550401553385.0
157,3400,Provinsi DI Yogyakarta,2023,281669695382.0
158,3100,Provinsi DKI Jakarta,2023,7244997400.0
159,7500,Provinsi Gorontalo,2023,305781411223.0
160,1500,Provinsi Jambi,2023,689354856077.0
161,3200,Provinsi Jawa Barat,2023,1106915556239.0
162,9700,Provinsi Jawa Tengah,2023,830732694842.0
163,9600,Provinsi Jawa Tengah,2023,830732694842.0
164,3300,Provinsi Jawa Tengah,2023,830732694842.0
165,3500,Provinsi Jawa Timur,2023,1065839947564.0
166,6100,Provinsi Kalimantan Barat,2023,715091882495.0
167,6300,Provinsi Kalimantan Selatan,2023,603650021648.0
168,9500,Provinsi Kalimantan Selatan,2023,603650021648.0
169,6200,Provinsi Kalimantan Tengah,2023,634358695832.0
170,6400,Provinsi Kalimantan Timur,2023,375214090345.0
171,6500,Provinsi Kalimantan Utara,2023,348124006177.0
172,2100,Provinsi Kepulauan Riau,2023,613211211769.0
173,1800,Provinsi Lampung,2023,572045139271.0
174,8100,Provinsi Maluku,2023,809385600216.0
175,8200,Provinsi Maluku Utara,2023,725137150357.0
176,5200,Provinsi Nusa Tenggara Barat,2023,647989754835.0
177,5300,Provinsi Nusa Tenggara Timur,2023,934726880346.0
178,9400,Provinsi Papua,2023,373935963636.0
179,9200,Provinsi Papua Barat,2023,282533095708.0
180,9100,Provinsi Papua Barat,2023,282533095708.0
181,1400,Provinsi Riau,2023,598229746452.0
182,7600,Provinsi Sulawesi Barat,2023,648316418429.0
183,7300,Provinsi Sulawesi Selatan,2023,581289664619.0
184,7200,Provinsi Sulawesi Tengah,2023,792864204916.0
185,7400,Provinsi Sulawesi Tenggara,2023,761140535729.0
186,7100,Provinsi Sulawesi Utara,2023,682133509455.0
187,1300,Provinsi Sumatera Barat,2023,753303081993.0
188,1600,Provinsi Sumatera Selatan,2023,538000279656.0
189,1200,Provinsi Sumatera Utara,2023,834069356383.0
190,1100,Provinsi Aceh,2024,593525360686.0
191,5100,Provinsi Bali,2024,175401827348.0
192,1900,Provinsi Bangka Belitung,2024,173555733310.0
193,3600,Provinsi Banten,2024,262176827079.0
194,1700,Provinsi Bengkulu,2024,444746151125.0
195,3400,Provinsi DI Yogyakarta,2024,291152185968.0
196,3100,Provinsi DKI Jakarta,2024,0.0
197,7500,Provinsi Gorontalo,2024,285058646139.0
198,1500,Provinsi Jambi,2024,426815847781.0
199,3200,Provinsi Jawa Barat,2024,865481785697.0
200,9700,Provinsi Jawa Tengah,2024,835278708863.0
201,9600,Provinsi Jawa Tengah,2024,835278708863.0
202,3300,Provinsi Jawa Tengah,2024,835278708863.0
203,3500,Provinsi Jawa Timur,2024,1093660614566.0
204,6100,Provinsi Kalimantan Barat,2024,471831508208.0
205,6300,Provinsi Kalimantan Selatan,2024,406104708480.0
206,9500,Provinsi Kalimantan Selatan,2024,406104708480.0
207,6200,Provinsi Kalimantan Tengah,2024,458981306899.0
208,6400,Provinsi Kalimantan Timur,2024,367641210961.0
