namapemda,provinsi,tahun,name,jenis,nilai
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,41. PAD,Realisasi,2066058839185.14
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,41. PAD,Anggaran,2289884435884.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,41. PAD,Realisasi,2066058839185.14
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,41. PAD,Anggaran,2289884435884.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,41. PAD,Realisasi,2066058839185.14
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,42. TKDD,Anggaran,3541305552000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,42. TKDD,Realisasi,3024668132205.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,42. TKDD,Anggaran,3541305552000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,42. TKDD,Realisasi,3024668132205.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,42. TKDD,Anggaran,3541305552000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,42. TKDD,Realisasi,3024668132205.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,43. Pendapatan Lainnya,Anggaran,8589305230.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,43. Pendapatan Lainnya,Realisasi,9017930707.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,43. Pendapatan Lainnya,Anggaran,8589305230.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,43. Pendapatan Lainnya,Realisasi,9017930707.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,43. Pendapatan Lainnya,Anggaran,8589305230.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,43. Pendapatan Lainnya,Realisasi,9017930707.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,51. Belanja Pegawai,Anggaran,1793350372623.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,51. Belanja Pegawai,Realisasi,1382789525775.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,51. Belanja Pegawai,Anggaran,1793350372623.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,51. Belanja Pegawai,Realisasi,1382789525775.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,51. Belanja Pegawai,Anggaran,1793350372623.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,51. Belanja Pegawai,Realisasi,1382789525775.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,52. Belanja Barang dan Jasa,Anggaran,1220376247664.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,52. Belanja Barang dan Jasa,Realisasi,853451594916.35
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,52. Belanja Barang dan Jasa,Anggaran,1220376247664.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,52. Belanja Barang dan Jasa,Realisasi,853451594916.35
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,52. Belanja Barang dan Jasa,Anggaran,1220376247664.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,52. Belanja Barang dan Jasa,Realisasi,853451594916.35
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,53. Belanja Modal,Anggaran,733205022556.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,53. Belanja Modal,Realisasi,390201145880.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,53. Belanja Modal,Anggaran,733205022556.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,53. Belanja Modal,Realisasi,390201145880.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,53. Belanja Modal,Anggaran,733205022556.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,53. Belanja Modal,Realisasi,390201145880.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,54. Belanja Lainnya,Anggaran,2247856385238.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,54. Belanja Lainnya,Realisasi,1735867832983.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,54. Belanja Lainnya,Anggaran,2247856385238.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,54. Belanja Lainnya,Realisasi,1735867832983.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,54. Belanja Lainnya,Anggaran,2247856385238.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,54. Belanja Lainnya,Realisasi,1735867832983.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,457508734967.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,103216000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,457508734967.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,103216000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,457508734967.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,103216000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,302500000000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,202500000000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,302500000000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,202500000000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,302500000000.0
Provinsi DI Yogyakarta,Provinsi DI Yogyakarta,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,202500000000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,41. PAD,Anggaran,52398081040625.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,41. PAD,Realisasi,41737787478207.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,41. PAD,Anggaran,52398081040625.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,41. PAD,Realisasi,41737787478207.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,41. PAD,Anggaran,52398081040625.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,41. PAD,Realisasi,41737787478207.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,42. TKDD,Anggaran,19326007889000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,42. TKDD,Realisasi,12218245109200.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,42. TKDD,Anggaran,19326007889000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,42. TKDD,Realisasi,12218245109200.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,42. TKDD,Anggaran,19326007889000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,42. TKDD,Realisasi,12218245109200.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,43. Pendapatan Lainnya,Anggaran,722293641636.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,43. Pendapatan Lainnya,Realisasi,9695300000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,43. Pendapatan Lainnya,Anggaran,722293641636.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,43. Pendapatan Lainnya,Realisasi,9695300000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,43. Pendapatan Lainnya,Anggaran,722293641636.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,43. Pendapatan Lainnya,Realisasi,9695300000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,51. Belanja Pegawai,Anggaran,20065594901085.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,51. Belanja Pegawai,Realisasi,16291426661595.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,51. Belanja Pegawai,Anggaran,20065594901085.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,51. Belanja Pegawai,Realisasi,16291426661595.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,51. Belanja Pegawai,Anggaran,20065594901085.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,51. Belanja Pegawai,Realisasi,16291426661595.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,52. Belanja Barang dan Jasa,Anggaran,27309645709375.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,52. Belanja Barang dan Jasa,Realisasi,17607182497074.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,52. Belanja Barang dan Jasa,Anggaran,27309645709375.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,52. Belanja Barang dan Jasa,Realisasi,17607182497074.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,52. Belanja Barang dan Jasa,Anggaran,27309645709375.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,52. Belanja Barang dan Jasa,Realisasi,17607182497074.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,53. Belanja Modal,Anggaran,11554909926952.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,53. Belanja Modal,Realisasi,3750443460844.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,53. Belanja Modal,Anggaran,11554909926952.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,53. Belanja Modal,Realisasi,3750443460844.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,53. Belanja Modal,Anggaran,11554909926952.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,53. Belanja Modal,Realisasi,3750443460844.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,54. Belanja Lainnya,Anggaran,13670846825116.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,54. Belanja Lainnya,Realisasi,6649417897040.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,54. Belanja Lainnya,Anggaran,13670846825116.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,54. Belanja Lainnya,Realisasi,6649417897040.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,54. Belanja Lainnya,Anggaran,13670846825116.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,54. Belanja Lainnya,Realisasi,6649417897040.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,9270190454798.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,0.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,9270190454798.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,0.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,9270190454798.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,0.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,9115575663531.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,987768800000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,9115575663531.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,987768800000.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,9115575663531.0
Provinsi DKI Jakarta,Provinsi DKI Jakarta,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,987768800000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,41. PAD,Anggaran,503192709120.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,41. PAD,Realisasi,323695480977.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,41. PAD,Anggaran,503192709120.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,41. PAD,Realisasi,323695480977.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,41. PAD,Anggaran,503192709120.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,41. PAD,Realisasi,323695480977.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,42. TKDD,Anggaran,1388003873000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,42. TKDD,Realisasi,732054828276.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,42. TKDD,Anggaran,1388003873000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,42. TKDD,Realisasi,732054828276.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,42. TKDD,Anggaran,1388003873000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,42. TKDD,Realisasi,732054828276.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,43. Pendapatan Lainnya,Anggaran,1098344000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,43. Pendapatan Lainnya,Realisasi,309040000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,43. Pendapatan Lainnya,Anggaran,1098344000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,43. Pendapatan Lainnya,Realisasi,309040000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,43. Pendapatan Lainnya,Anggaran,1098344000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,43. Pendapatan Lainnya,Realisasi,309040000.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,51. Belanja Pegawai,Anggaran,772951235115.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,51. Belanja Pegawai,Realisasi,440018040772.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,51. Belanja Pegawai,Anggaran,772951235115.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,51. Belanja Pegawai,Realisasi,440018040772.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,51. Belanja Pegawai,Anggaran,772951235115.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,51. Belanja Pegawai,Realisasi,440018040772.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,52. Belanja Barang dan Jasa,Anggaran,617562396179.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,52. Belanja Barang dan Jasa,Realisasi,359519659546.12
Provinsi Gorontalo,Provinsi Gorontalo,2024,52. Belanja Barang dan Jasa,Anggaran,617562396179.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,52. Belanja Barang dan Jasa,Realisasi,359519659546.12
Provinsi Gorontalo,Provinsi Gorontalo,2024,52. Belanja Barang dan Jasa,Anggaran,617562396179.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,52. Belanja Barang dan Jasa,Realisasi,359519659546.12
Provinsi Gorontalo,Provinsi Gorontalo,2024,53. Belanja Modal,Anggaran,191425047880.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,53. Belanja Modal,Realisasi,94178282417.02
Provinsi Gorontalo,Provinsi Gorontalo,2024,53. Belanja Modal,Anggaran,191425047880.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,53. Belanja Modal,Realisasi,94178282417.02
Provinsi Gorontalo,Provinsi Gorontalo,2024,53. Belanja Modal,Anggaran,191425047880.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,53. Belanja Modal,Realisasi,94178282417.02
Provinsi Gorontalo,Provinsi Gorontalo,2024,54. Belanja Lainnya,Anggaran,390666468589.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,54. Belanja Lainnya,Realisasi,252555955263.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,54. Belanja Lainnya,Anggaran,390666468589.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,54. Belanja Lainnya,Realisasi,252555955263.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,54. Belanja Lainnya,Anggaran,390666468589.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,54. Belanja Lainnya,Realisasi,252555955263.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,97245604887.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,170905894813.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,97245604887.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,170905894813.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,97245604887.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,170905894813.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,16935383244.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,11161326227.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,16935383244.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,11161326227.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,16935383244.0
Provinsi Gorontalo,Provinsi Gorontalo,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,11161326227.0
Provinsi Jambi,Provinsi Jambi,2024,41. PAD,Anggaran,2210628278142.0
Provinsi Jambi,Provinsi Jambi,2024,41. PAD,Realisasi,1501191050544.02
Provinsi Jambi,Provinsi Jambi,2024,41. PAD,Anggaran,2210628278142.0
Provinsi Jambi,Provinsi Jambi,2024,41. PAD,Realisasi,1501191050544.02
Provinsi Jambi,Provinsi Jambi,2024,41. PAD,Anggaran,2210628278142.0
Provinsi Jambi,Provinsi Jambi,2024,41. PAD,Realisasi,1501191050544.02
Provinsi Jambi,Provinsi Jambi,2024,42. TKDD,Anggaran,2429309383500.0
Provinsi Jambi,Provinsi Jambi,2024,42. TKDD,Realisasi,1861443546106.0
Provinsi Jambi,Provinsi Jambi,2024,42. TKDD,Anggaran,2429309383500.0
Provinsi Jambi,Provinsi Jambi,2024,42. TKDD,Realisasi,1861443546106.0
Provinsi Jambi,Provinsi Jambi,2024,42. TKDD,Anggaran,2429309383500.0
Provinsi Jambi,Provinsi Jambi,2024,42. TKDD,Realisasi,1861443546106.0
Provinsi Jambi,Provinsi Jambi,2024,43. Pendapatan Lainnya,Anggaran,25112051750.0
Provinsi Jambi,Provinsi Jambi,2024,43. Pendapatan Lainnya,Realisasi,1312382107.89
Provinsi Jambi,Provinsi Jambi,2024,43. Pendapatan Lainnya,Anggaran,25112051750.0
Provinsi Jambi,Provinsi Jambi,2024,43. Pendapatan Lainnya,Realisasi,1312382107.89
Provinsi Jambi,Provinsi Jambi,2024,43. Pendapatan Lainnya,Anggaran,25112051750.0
Provinsi Jambi,Provinsi Jambi,2024,43. Pendapatan Lainnya,Realisasi,1312382107.89
Provinsi Jambi,Provinsi Jambi,2024,51. Belanja Pegawai,Anggaran,1711243771061.0
Provinsi Jambi,Provinsi Jambi,2024,51. Belanja Pegawai,Realisasi,1292680969003.9
Provinsi Jambi,Provinsi Jambi,2024,51. Belanja Pegawai,Anggaran,1711243771061.0
Provinsi Jambi,Provinsi Jambi,2024,51. Belanja Pegawai,Realisasi,1292680969003.9
Provinsi Jambi,Provinsi Jambi,2024,51. Belanja Pegawai,Anggaran,1711243771061.0
Provinsi Jambi,Provinsi Jambi,2024,51. Belanja Pegawai,Realisasi,1292680969003.9
Provinsi Jambi,Provinsi Jambi,2024,52. Belanja Barang dan Jasa,Anggaran,1098285170680.0
Provinsi Jambi,Provinsi Jambi,2024,52. Belanja Barang dan Jasa,Realisasi,666168438483.39
Provinsi Jambi,Provinsi Jambi,2024,52. Belanja Barang dan Jasa,Anggaran,1098285170680.0
Provinsi Jambi,Provinsi Jambi,2024,52. Belanja Barang dan Jasa,Realisasi,666168438483.39
Provinsi Jambi,Provinsi Jambi,2024,52. Belanja Barang dan Jasa,Anggaran,1098285170680.0
Provinsi Jambi,Provinsi Jambi,2024,52. Belanja Barang dan Jasa,Realisasi,666168438483.39
Provinsi Jambi,Provinsi Jambi,2024,53. Belanja Modal,Anggaran,1055723618629.0
Provinsi Jambi,Provinsi Jambi,2024,53. Belanja Modal,Realisasi,667775740391.92
Provinsi Jambi,Provinsi Jambi,2024,53. Belanja Modal,Anggaran,1055723618629.0
Provinsi Jambi,Provinsi Jambi,2024,53. Belanja Modal,Realisasi,667775740391.92
Provinsi Jambi,Provinsi Jambi,2024,53. Belanja Modal,Anggaran,1055723618629.0
Provinsi Jambi,Provinsi Jambi,2024,53. Belanja Modal,Realisasi,667775740391.92
Provinsi Jambi,Provinsi Jambi,2024,54. Belanja Lainnya,Anggaran,1313081453743.0
Provinsi Jambi,Provinsi Jambi,2024,54. Belanja Lainnya,Realisasi,815990129587.0
Provinsi Jambi,Provinsi Jambi,2024,54. Belanja Lainnya,Anggaran,1313081453743.0
Provinsi Jambi,Provinsi Jambi,2024,54. Belanja Lainnya,Realisasi,815990129587.0
Provinsi Jambi,Provinsi Jambi,2024,54. Belanja Lainnya,Anggaran,1313081453743.0
Provinsi Jambi,Provinsi Jambi,2024,54. Belanja Lainnya,Realisasi,815990129587.0
Provinsi Jambi,Provinsi Jambi,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,543444504879.0
Provinsi Jambi,Provinsi Jambi,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,0.0
Provinsi Jambi,Provinsi Jambi,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,543444504879.0
Provinsi Jambi,Provinsi Jambi,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,0.0
Provinsi Jambi,Provinsi Jambi,2024,61. Penerimaan Pembiayaan Daerah,Anggaran,543444504879.0
Provinsi Jambi,Provinsi Jambi,2024,61. Penerimaan Pembiayaan Daerah,Realisasi,0.0
Provinsi Jambi,Provinsi Jambi,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,30160204158.0
Provinsi Jambi,Provinsi Jambi,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,0.0
Provinsi Jambi,Provinsi Jambi,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,30160204158.0
Provinsi Jambi,Provinsi Jambi,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,0.0
Provinsi Jambi,Provinsi Jambi,2024,62. Pengeluaran Pembiayaan Daerah,Anggaran,30160204158.0
Provinsi Jambi,Provinsi Jambi,2024,62. Pengeluaran Pembiayaan Daerah,Realisasi,0.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,41. PAD,Anggaran,25192895004117.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,41. PAD,Realisasi,16772598895201.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,41. PAD,Anggaran,25192895004117.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,41. PAD,Realisasi,16772598895201.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,41. PAD,Anggaran,25192895004117.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,41. PAD,Realisasi,16772598895201.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,42. TKDD,Anggaran,10696482154600.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,42. TKDD,Realisasi,2138715896964.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,42. TKDD,Anggaran,10696482154600.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,42. TKDD,Realisasi,2138715896964.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,42. TKDD,Anggaran,10696482154600.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,42. TKDD,Realisasi,2138715896964.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,43. Pendapatan Lainnya,Anggaran,29228668361.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,43. Pendapatan Lainnya,Realisasi,11405676732.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,43. Pendapatan Lainnya,Anggaran,29228668361.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,43. Pendapatan Lainnya,Realisasi,11405676732.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,43. Pendapatan Lainnya,Anggaran,29228668361.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,43. Pendapatan Lainnya,Realisasi,11405676732.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,51. Belanja Pegawai,Anggaran,8359140420918.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,51. Belanja Pegawai,Realisasi,6669118581073.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,51. Belanja Pegawai,Anggaran,8359140420918.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,51. Belanja Pegawai,Realisasi,6669118581073.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,51. Belanja Pegawai,Anggaran,8359140420918.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,51. Belanja Pegawai,Realisasi,6669118581073.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,52. Belanja Barang dan Jasa,Anggaran,7013849674129.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,52. Belanja Barang dan Jasa,Realisasi,3716336046609.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,52. Belanja Barang dan Jasa,Anggaran,7013849674129.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,52. Belanja Barang dan Jasa,Realisasi,3716336046609.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,52. Belanja Barang dan Jasa,Anggaran,7013849674129.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,52. Belanja Barang dan Jasa,Realisasi,3716336046609.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,53. Belanja Modal,Anggaran,2150927020229.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,53. Belanja Modal,Realisasi,1168666311554.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,53. Belanja Modal,Anggaran,2150927020229.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,53. Belanja Modal,Realisasi,1168666311554.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,53. Belanja Modal,Anggaran,2150927020229.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,53. Belanja Modal,Realisasi,1168666311554.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,54. Belanja Lainnya,Anggaran,19261242160464.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,54. Belanja Lainnya,Realisasi,14137917954522.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,54. Belanja Lainnya,Anggaran,19261242160464.0
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,54. Belanja Lainnya,Realisasi,14137917954522.0
