,kode_wilayah,wilayah,tahun,nilai
175,8200,Provinsi Maluku Utara,2023,1842036362000.0
176,5200,Provinsi Nusa Tenggara Barat,2023,1258341017000.0
177,5300,Provinsi Nusa Tenggara Timur,2023,119773197000.0
178,9400,Provinsi Papua,2023,743984363000.0
179,9200,Provinsi Papua Barat,2023,5961891600000.0
180,9100,Provinsi Papua Barat,2023,5961891600000.0
181,1400,Provinsi Riau,2023,3143534582230.0
182,7600,Provinsi Sulawesi Barat,2023,35030717000.0
183,7300,Provinsi Sulawesi Selatan,2023,728968689000.0
184,7200,Provinsi Sulawesi Tengah,2023,1907136296600.0
185,7400,Provinsi Sulawesi Tenggara,2023,2111035017000.0
186,7100,Provinsi Sulawesi Utara,2023,305160141000.0
187,1300,Provinsi Sumatera Barat,2023,356688113000.0
188,1600,Provinsi Sumatera Selatan,2023,4853703030950.0
189,1200,Provinsi Sumatera Utara,2023,1144253579000.0
190,1100,Provinsi Aceh,2024,522383448190.0
191,5100,Provinsi Bali,2024,326359371210.0
192,1900,Provinsi Bangka Belitung,2024,295356878800.0
193,3600,Provinsi Banten,2024,1396580823000.0
194,1700,Provinsi Bengkulu,2024,213401781800.0
195,3400,Provinsi DI Yogyakarta,2024,174583670050.0
196,3100,Provinsi DKI Jakarta,2024,31294979110100.0
197,7500,Provinsi Gorontalo,2024,37256197450.0
198,1500,Provinsi Jambi,2024,679681767925.0
199,3200,Provinsi Jawa Barat,2024,3732953258500.0
200,9700,Provinsi Jawa Tengah,2024,1538572930800.0
201,9600,Provinsi Jawa Tengah,2024,1538572930800.0
202,3300,Provinsi Jawa Tengah,2024,1538572930800.0
203,3500,Provinsi Jawa Timur,2024,4642135912000.0
204,6100,Provinsi Kalimantan Barat,2024,428089398295.0
205,6300,Provinsi Kalimantan Selatan,2024,6282723553000.0
206,9500,Provinsi Kalimantan Selatan,2024,6282723553000.0
207,6200,Provinsi Kalimantan Tengah,2024,3901080021000.0
208,6400,Provinsi Kalimantan Timur,2024,11743600674945.0
209,6500,Provinsi Kalimantan Utara,2024,1248310841000.0
210,2100,Provinsi Kepulauan Riau,2024,572270573980.0
211,1800,Provinsi Lampung,2024,293743496500.0
212,8100,Provinsi Maluku,2024,113086827580.0
213,8200,Provinsi Maluku Utara,2024,1154521777454.0
214,5200,Provinsi Nusa Tenggara Barat,2024,562139740000.0
215,5300,Provinsi Nusa Tenggara Timur,2024,94222528000.0
216,9400,Provinsi Papua,2024,67285105930.0
217,9200,Provinsi Papua Barat,2024,3012963463340.0
218,9100,Provinsi Papua Barat,2024,3012963463340.0
219,1400,Provinsi Riau,2024,2362149015890.0
220,7600,Provinsi Sulawesi Barat,2024,40425570850.0
221,7300,Provinsi Sulawesi Selatan,2024,405864661270.0
222,7200,Provinsi Sulawesi Tengah,2024,1083671885070.0
223,7400,Provinsi Sulawesi Tenggara,2024,1036254987130.0
224,7100,Provinsi Sulawesi Utara,2024,239732618000.0
225,1300,Provinsi Sumatera Barat,2024,315378570000.0
226,1600,Provinsi Sumatera Selatan,2024,3404507873255.0
227,1200,Provinsi Sumatera Utara,2024,744549560220.0
