,kode_wilayah,wilayah,tahun,nilai
114,1100,Provinsi Aceh,2022,63760338000.0
115,5100,Provinsi Bali,2022,100719326000.0
116,1900,Provinsi Bangka Belitung,2022,116262334000.0
117,3600,Provinsi Banten,2022,92552926000.0
118,1700,Provinsi Bengkulu,2022,99097112000.0
119,3400,Provinsi DI Yogyakarta,2022,128625352000.0
120,3100,Provinsi DKI Jakarta,2022,59368466000.0
121,7500,Provinsi Gorontalo,2022,141300712000.0
122,1500,Provinsi Jambi,2022,28375826000.0
123,3200,Provinsi Jawa Barat,2022,79231514000.0
124,9700,Provinsi Jawa Tengah,2022,122705000000.0
125,9600,Provinsi Jawa Tengah,2022,122705000000.0
126,3300,Provinsi Jawa Tengah,2022,122705000000.0
127,3500,Provinsi Jawa Timur,2022,134518604000.0
128,6100,Provinsi Kalimantan Barat,2022,32661300000.0
129,6300,Provinsi Kalimantan Selatan,2022,51970014000.0
130,9500,Provinsi Kalimantan Selatan,2022,51970014000.0
131,6200,Provinsi Kalimantan Tengah,2022,82361876000.0
132,6400,Provinsi Kalimantan Timur,2022,74338922000.0
133,6500,Provinsi Kalimantan Utara,2022,67642074000.0
134,2100,Provinsi Kepulauan Riau,2022,100297306000.0
135,1800,Provinsi Lampung,2022,2882348000.0
136,8100,Provinsi Maluku,2022,77200018000.0
137,8200,Provinsi Maluku Utara,2022,77358690000.0
138,5200,Provinsi Nusa Tenggara Barat,2022,78328092000.0
139,5300,Provinsi Nusa Tenggara Timur,2022,27912482000.0
140,9400,Provinsi Papua,2022,22971376000.0
141,9200,Provinsi Papua Barat,2022,21504080000.0
142,9100,Provinsi Papua Barat,2022,21504080000.0
143,1400,Provinsi Riau,2022,80002258000.0
144,7600,Provinsi Sulawesi Barat,2022,85726266000.0
145,7300,Provinsi Sulawesi Selatan,2022,0.0
146,7200,Provinsi Sulawesi Tengah,2022,121916140000.0
147,7400,Provinsi Sulawesi Tenggara,2022,72932810000.0
148,7100,Provinsi Sulawesi Utara,2022,89496688000.0
149,1300,Provinsi Sumatera Barat,2022,0.0
150,1600,Provinsi Sumatera Selatan,2022,121741114000.0
151,1200,Provinsi Sumatera Utara,2022,72376494000.0
152,1100,Provinsi Aceh,2023,20897418000.0
153,5100,Provinsi Bali,2023,135785952000.0
154,1900,Provinsi Bangka Belitung,2023,67817136000.0
155,3600,Provinsi Banten,2023,90556394000.0
156,1700,Provinsi Bengkulu,2023,23520834000.0
157,3400,Provinsi DI Yogyakarta,2023,161752310000.0
