wilayah_kode,wilayah,tahun,value
7200,SULAWESI TENGAH,2013,0.445
1700,BENGKULU,2013,0.432
1900,KEP. BANGKA BELITUNG,2013,0.313
5300,NUSA TENGGARA TIMUR,2013,0.352
3300,JAWA TENGAH,2013,0.32
7600,SULAWESI BARAT,2013,0.375
6400,KALIMANTAN TIMUR,2013,0.366
1300,SUMATERA BARAT,2013,0.397
3200,JAWA BARAT,2013,0.424
1200,SUMATERA UTARA,2013,0.355
9999,INDONESIA,2013,0.324
8100,MALUKU,2013,0.37
8200,MALUKU UTARA,2013,0.282
3100,DKI JAKARTA,2013,0.404
8100,MALUKU,2013,0.347
9100,PAPUA BARAT,2013,0.402
7300,SULAWESI SELATAN,2013,0.374
3600,BANTEN,2013,0.402
7500,GORONTALO,2013,0.437
2100,KEP. RIAU,2013,0.379
6200,KALIMANTAN TENGAH,2013,0.42
3600,BANTEN,2013,0.276
2100,KEP. RIAU,2013,0.38
1400,RIAU,2013,0.398
1600,SUMATERA SELATAN,2013,0.329
3200,JAWA BARAT,2013,0.406
1900,KEP. BANGKA BELITUNG,2013,0.353
5200,NUSA TENGGARA BARAT,2013,0.323
6100,KALIMANTAN BARAT,2013,0.396
1900,KEP. BANGKA BELITUNG,2014,0.313
1800,LAMPUNG,2014,0.29
3400,DI YOGYAKARTA,2014,0.299
7400,SULAWESI TENGGARA,2014,0.454
1500,JAMBI,2014,0.342
8100,MALUKU,2014,0.31
3600,BANTEN,2014,0.294
6300,KALIMANTAN SELATAN,2014,0.338
3500,JAWA TIMUR,2014,0.339
5200,NUSA TENGGARA BARAT,2014,0.306
8200,MALUKU UTARA,2014,0.325
7500,GORONTALO,2014,0.445
3100,DKI JAKARTA,2014,0.436
3500,JAWA TIMUR,2014,0.31
1600,SUMATERA SELATAN,2014,0.399
7500,GORONTALO,2014,0.453
7300,SULAWESI SELATAN,2014,0.373
8100,MALUKU,2014,0.307
9999,INDONESIA,2014,0.428
7600,SULAWESI BARAT,2014,0.352
7400,SULAWESI TENGGARA,2014,0.399
1400,RIAU,2014,0.276
7600,SULAWESI BARAT,2014,0.428
1400,RIAU,2014,0.353
1600,SUMATERA SELATAN,2014,0.316
9400,PAPUA,2014,0.459
7400,SULAWESI TENGGARA,2014,0.426
3500,JAWA TIMUR,2014,0.403
3400,DI YOGYAKARTA,2014,0.419
7300,SULAWESI SELATAN,2014,0.429
1200,SUMATERA UTARA,2014,0.321
7400,SULAWESI TENGGARA,2014,0.409
3600,BANTEN,2014,0.28
3200,JAWA BARAT,2014,0.433
1300,SUMATERA BARAT,2014,0.332
1500,JAMBI,2014,0.329
6300,KALIMANTAN SELATAN,2014,0.326
1900,KEP. BANGKA BELITUNG,2014,0.316
6300,KALIMANTAN SELATAN,2014,0.388
8200,MALUKU UTARA,2014,0.335
7100,SULAWESI UTARA,2014,0.464
1100,ACEH,2014,0.325
1800,LAMPUNG,2014,0.347
6100,KALIMANTAN BARAT,2014,0.402
7200,SULAWESI TENGAH,2014,0.406
5300,NUSA TENGGARA TIMUR,2014,0.355
9400,PAPUA,2014,0.384
6100,KALIMANTAN BARAT,2014,0.415
7200,SULAWESI TENGAH,2014,0.406
8200,MALUKU UTARA,2014,0.322
3300,JAWA TENGAH,2014,0.359
1100,ACEH,2014,0.259
7400,SULAWESI TENGGARA,2014,0.342
9100,PAPUA BARAT,2014,0.373
6300,KALIMANTAN SELATAN,2014,0.302
6100,KALIMANTAN BARAT,2014,0.423
9400,PAPUA,2014,0.4
1500,JAMBI,2014,0.314
2100,KEP. RIAU,2014,0.433
8200,MALUKU UTARA,2014,0.354
6100,KALIMANTAN BARAT,2014,0.317
9999,INDONESIA,2014,0.433
9999,INDONESIA,2014,0.336
1900,KEP. BANGKA BELITUNG,2014,0.273
7400,SULAWESI TENGGARA,2014,0.36
7100,SULAWESI UTARA,2014,0.366
6200,KALIMANTAN TENGAH,2014,0.419
9400,PAPUA,2014,0.331
3200,JAWA BARAT,2014,0.412
3600,BANTEN,2014,0.424
7200,SULAWESI TENGAH,2014,0.305
6300,KALIMANTAN SELATAN,2014,0.293
3100,DKI JAKARTA,2014,0.431
3300,JAWA TENGAH,2014,0.407
1100,ACEH,2014,0.38
7300,SULAWESI SELATAN,2014,0.436
3200,JAWA BARAT,2014,0.398
3400,DI YOGYAKARTA,2014,0.435
1900,KEP. BANGKA BELITUNG,2014,0.303
1600,SUMATERA SELATAN,2014,0.438
6100,KALIMANTAN BARAT,2014,0.391
2100,KEP. RIAU,2014,0.293
7200,SULAWESI TENGAH,2014,0.372
7500,GORONTALO,2014,0.409
6400,KALIMANTAN TIMUR,2014,0.295
7100,SULAWESI UTARA,2014,0.424
1800,LAMPUNG,2014,0.331
2100,KEP. RIAU,2014,0.404
8200,MALUKU UTARA,2014,0.264
6400,KALIMANTAN TIMUR,2014,0.361
1500,JAMBI,2014,0.316
3200,JAWA BARAT,2014,0.413
3300,JAWA TENGAH,2014,0.388
1300,SUMATERA BARAT,2014,0.28
1600,SUMATERA SELATAN,2014,0.317
3200,JAWA BARAT,2014,0.294
7500,GORONTALO,2014,0.412
5100,BALI,2014,0.415
1800,LAMPUNG,2014,0.283
1300,SUMATERA BARAT,2014,0.338
9100,PAPUA BARAT,2014,0.391
9100,PAPUA BARAT,2014,0.405
5300,NUSA TENGGARA TIMUR,2014,0.279
7500,GORONTALO,2014,0.444
3600,BANTEN,2014,0.395
5200,NUSA TENGGARA BARAT,2014,0.377
3100,DKI JAKARTA,2014,0.436
9999,INDONESIA,2014,0.406
1700,BENGKULU,2014,0.381
1200,SUMATERA UTARA,2014,0.31
6400,KALIMANTAN TIMUR,2014,0.348
6200,KALIMANTAN TENGAH,2014,0.327
1100,ACEH,2014,0.358
8100,MALUKU,2014,0.338
7500,GORONTALO,2014,0.392
7600,SULAWESI BARAT,2014,0.378
3500,JAWA TIMUR,2014,0.369
3500,JAWA TIMUR,2014,0.428
3400,DI YOGYAKARTA,2014,0.444
5200,NUSA TENGGARA BARAT,2014,0.307
7200,SULAWESI TENGAH,2014,0.352
7600,SULAWESI BARAT,2014,0.329
7600,SULAWESI BARAT,2014,0.344
1200,SUMATERA UTARA,2014,0.329
7100,SULAWESI UTARA,2014,0.353
8100,MALUKU,2014,0.293
9100,PAPUA BARAT,2014,0.439
1300,SUMATERA BARAT,2014,0.334
2100,KEP. RIAU,2014,0.437
9100,PAPUA BARAT,2014,0.437
9999,INDONESIA,2014,0.414
1500,JAMBI,2014,0.348
1800,LAMPUNG,2014,0.38
8100,MALUKU,2014,0.33
1800,LAMPUNG,2014,0.4
5200,NUSA TENGGARA BARAT,2014,0.426
1200,SUMATERA UTARA,2014,0.282
5200,NUSA TENGGARA BARAT,2014,0.445
3300,JAWA TENGAH,2014,0.334
6200,KALIMANTAN TENGAH,2014,0.397
9400,PAPUA,2014,0.35
9999,INDONESIA,2014,0.319
5100,BALI,2014,0.315
7100,SULAWESI UTARA,2014,0.452
5300,NUSA TENGGARA TIMUR,2014,0.377
3200,JAWA BARAT,2014,0.301
2100,KEP. RIAU,2014,0.31
1300,SUMATERA BARAT,2014,0.295
5300,NUSA TENGGARA TIMUR,2014,0.355
1700,BENGKULU,2014,0.305
5100,BALI,2014,0.429
1500,JAMBI,2014,0.321
1200,SUMATERA UTARA,2014,0.274
1100,ACEH,2014,0.337
8200,MALUKU UTARA,2014,0.264
6200,KALIMANTAN TENGAH,2014,0.365
7300,SULAWESI SELATAN,2014,0.448
5100,BALI,2014,0.337
6200,KALIMANTAN TENGAH,2014,0.35
7100,SULAWESI UTARA,2014,0.436
1900,KEP. BANGKA BELITUNG,2014,0.252
1900,KEP. BANGKA BELITUNG,2014,0.295
1400,RIAU,2014,0.389
1600,SUMATERA SELATAN,2014,0.381
1600,SUMATERA SELATAN,2014,0.399
2100,KEP. RIAU,2014,0.402
3300,JAWA TENGAH,2014,0.376
1200,SUMATERA UTARA,2014,0.346
3400,DI YOGYAKARTA,2014,0.444
3500,JAWA TIMUR,2014,0.391
3600,BANTEN,2014,0.401
1400,RIAU,2014,0.379
7300,SULAWESI SELATAN,2014,0.429
9100,PAPUA BARAT,2014,0.355
5100,BALI,2014,0.449
5200,NUSA TENGGARA BARAT,2014,0.391
8100,MALUKU,2014,0.351
1400,RIAU,2014,0.405
5100,BALI,2014,0.442
3100,DKI JAKARTA,2014,0.431
6400,KALIMANTAN TIMUR,2014,0.336
1300,SUMATERA BARAT,2014,0.354
5300,NUSA TENGGARA TIMUR,2014,0.345
1400,RIAU,2014,0.324
5300,NUSA TENGGARA TIMUR,2014,0.281
6400,KALIMANTAN TIMUR,2014,0.362
7300,SULAWESI SELATAN,2014,0.425
1700,BENGKULU,2014,0.355
1700,BENGKULU,2014,0.33
1700,BENGKULU,2014,0.356
3600,BANTEN,2014,0.435
7200,SULAWESI TENGAH,2014,0.283
1700,BENGKULU,2014,0.404
6100,KALIMANTAN BARAT,2014,0.356
6400,KALIMANTAN TIMUR,2014,0.287
3400,DI YOGYAKARTA,2014,0.378
7600,SULAWESI BARAT,2014,0.349
6200,KALIMANTAN TENGAH,2014,0.287
6300,KALIMANTAN SELATAN,2014,0.359
3300,JAWA TENGAH,2014,0.402
1100,ACEH,2014,0.277
9400,PAPUA,2014,0.408
6300,KALIMANTAN SELATAN,2015,0.299
6200,KALIMANTAN TENGAH,2015,0.293
5300,NUSA TENGGARA TIMUR,2015,0.339
1100,ACEH,2015,0.367
5300,NUSA TENGGARA TIMUR,2015,0.288
1900,KEP. BANGKA BELITUNG,2015,0.275
7500,GORONTALO,2015,0.401
8200,MALUKU UTARA,2015,0.282
6300,KALIMANTAN SELATAN,2015,0.374
6400,KALIMANTAN TIMUR,2015,0.313
7600,SULAWESI BARAT,2015,0.348
1700,BENGKULU,2015,0.338
1100,ACEH,2015,0.334
1500,JAMBI,2015,0.344
1100,ACEH,2015,0.368
3500,JAWA TIMUR,2015,0.327
7100,SULAWESI UTARA,2015,0.356
3100,DKI JAKARTA,2015,0.421
8200,MALUKU UTARA,2015,0.286
1600,SUMATERA SELATAN,2015,0.334
6300,KALIMANTAN SELATAN,2015,0.353
7100,SULAWESI UTARA,2015,0.368
7300,SULAWESI SELATAN,2015,0.386
6500,KALIMANTAN UTARA,2015,0.294
7400,SULAWESI TENGGARA,2015,0.355
1600,SUMATERA SELATAN,2015,0.354
3200,JAWA BARAT,2015,0.316
3400,DI YOGYAKARTA,2015,0.428
1100,ACEH,2015,0.292
3300,JAWA TENGAH,2015,0.382
5100,BALI,2015,0.35
1800,LAMPUNG,2015,0.399
1100,ACEH,2015,0.339
1800,LAMPUNG,2015,0.403
9400,PAPUA,2015,0.387
6200,KALIMANTAN TENGAH,2015,0.3
3600,BANTEN,2015,0.411
7100,SULAWESI UTARA,2015,0.366
7200,SULAWESI TENGAH,2015,0.374
9999,INDONESIA,2015,0.419
1400,RIAU,2015,0.328
8200,MALUKU UTARA,2015,0.256
6100,KALIMANTAN BARAT,2015,0.334
8100,MALUKU,2015,0.328
5200,NUSA TENGGARA BARAT,2015,0.368
7300,SULAWESI SELATAN,2015,0.404
7400,SULAWESI TENGGARA,2015,0.411
1300,SUMATERA BARAT,2015,0.304
3600,BANTEN,2015,0.269
3400,DI YOGYAKARTA,2015,0.433
7300,SULAWESI SELATAN,2015,0.424
1600,SUMATERA SELATAN,2015,0.314
9400,PAPUA,2015,0.38
5100,BALI,2015,0.377
3100,DKI JAKARTA,2015,0.421
2100,KEP. RIAU,2015,0.283
5200,NUSA TENGGARA BARAT,2015,0.36
7500,GORONTALO,2015,0.423
1500,JAMBI,2015,0.354
1300,SUMATERA BARAT,2015,0.342
6300,KALIMANTAN SELATAN,2015,0.334
7300,SULAWESI SELATAN,2015,0.346
7100,SULAWESI UTARA,2015,0.345
2100,KEP. RIAU,2015,0.364
9400,PAPUA,2015,0.421
9100,PAPUA BARAT,2015,0.476
3300,JAWA TENGAH,2015,0.42
9999,INDONESIA,2015,0.334
7400,SULAWESI TENGGARA,2015,0.414
5100,BALI,2015,0.399
1400,RIAU,2015,0.366
1700,BENGKULU,2015,0.405
1400,RIAU,2015,0.385
5300,NUSA TENGGARA TIMUR,2015,0.332
8200,MALUKU UTARA,2015,0.28
1900,KEP. BANGKA BELITUNG,2015,0.291
5100,BALI,2015,0.382
1700,BENGKULU,2015,0.371
5200,NUSA TENGGARA BARAT,2015,0.342
6200,KALIMANTAN TENGAH,2015,0.366
1200,SUMATERA UTARA,2015,0.332
7600,SULAWESI BARAT,2015,0.362
9100,PAPUA BARAT,2015,0.44
9999,INDONESIA,2015,0.428
3600,BANTEN,2015,0.401
2100,KEP. RIAU,2015,0.339
7400,SULAWESI TENGGARA,2015,0.381
6200,KALIMANTAN TENGAH,2015,0.326
3100,DKI JAKARTA,2015,0.431
7200,SULAWESI TENGAH,2015,0.329
3200,JAWA BARAT,2015,0.415
6300,KALIMANTAN SELATAN,2015,0.377
6500,KALIMANTAN UTARA,2015,0.27
7200,SULAWESI TENGAH,2015,0.425
5200,NUSA TENGGARA BARAT,2015,0.333
1500,JAMBI,2015,0.381
8200,MALUKU UTARA,2015,0.263
1900,KEP. BANGKA BELITUNG,2015,0.263
6500,KALIMANTAN UTARA,2015,0.298
1300,SUMATERA BARAT,2015,0.325
1200,SUMATERA UTARA,2015,0.326
1700,BENGKULU,2015,0.376
2100,KEP. RIAU,2015,0.361
3200,JAWA BARAT,2015,0.433
6400,KALIMANTAN TIMUR,2015,0.316
2100,KEP. RIAU,2015,0.333
5100,BALI,2015,0.406
5200,NUSA TENGGARA BARAT,2015,0.399
7100,SULAWESI UTARA,2015,0.324
7200,SULAWESI TENGAH,2015,0.303
3600,BANTEN,2015,0.39
6100,KALIMANTAN BARAT,2015,0.301
1900,KEP. BANGKA BELITUNG,2015,0.284
1500,JAMBI,2015,0.339
6400,KALIMANTAN TIMUR,2015,0.315
3600,BANTEN,2015,0.386
5300,NUSA TENGGARA TIMUR,2015,0.348
6500,KALIMANTAN UTARA,2015,0.282
3400,DI YOGYAKARTA,2015,0.334
1900,KEP. BANGKA BELITUNG,2015,0.283
7600,SULAWESI BARAT,2015,0.395
1700,BENGKULU,2015,0.345
3300,JAWA TENGAH,2015,0.382
3400,DI YOGYAKARTA,2015,0.332
1300,SUMATERA BARAT,2015,0.319
7300,SULAWESI SELATAN,2015,0.421
1200,SUMATERA UTARA,2015,0.36
2100,KEP. RIAU,2015,0.293
3300,JAWA TENGAH,2015,0.326
6200,KALIMANTAN TENGAH,2015,0.268
9400,PAPUA,2015,0.339
6500,KALIMANTAN UTARA,2015,0.322
8100,MALUKU,2015,0.307
3500,JAWA TIMUR,2015,0.415
8100,MALUKU,2015,0.323
6400,KALIMANTAN TIMUR,2015,0.293
7100,SULAWESI UTARA,2015,0.386
1600,SUMATERA SELATAN,2015,0.286
3200,JAWA BARAT,2015,0.446
3500,JAWA TIMUR,2015,0.428
3200,JAWA BARAT,2015,0.426
8200,MALUKU UTARA,2015,0.315
6300,KALIMANTAN SELATAN,2015,0.282
5200,NUSA TENGGARA BARAT,2015,0.376
6500,KALIMANTAN UTARA,2015,0.314
3300,JAWA TENGAH,2015,0.344
9400,PAPUA,2015,0.392
7500,GORONTALO,2015,0.369
1800,LAMPUNG,2015,0.345
1300,SUMATERA BARAT,2015,0.358
9999,INDONESIA,2015,0.402
7400,SULAWESI TENGGARA,2015,0.369
6100,KALIMANTAN BARAT,2015,0.361
7500,GORONTALO,2015,0.391
7600,SULAWESI BARAT,2015,0.383
9999,INDONESIA,2015,0.408
1500,JAMBI,2015,0.361
3500,JAWA TIMUR,2015,0.442
9100,PAPUA BARAT,2015,0.343
1200,SUMATERA UTARA,2015,0.336
1200,SUMATERA UTARA,2015,0.296
3500,JAWA TIMUR,2015,0.344
5300,NUSA TENGGARA TIMUR,2015,0.301
8100,MALUKU,2015,0.338
3400,DI YOGYAKARTA,2015,0.42
1200,SUMATERA UTARA,2015,0.285
3600,BANTEN,2015,0.261
1400,RIAU,2015,0.364
6100,KALIMANTAN BARAT,2015,0.286
7600,SULAWESI BARAT,2015,0.363
3300,JAWA TENGAH,2015,0.402
3100,DKI JAKARTA,2015,0.431
1600,SUMATERA SELATAN,2015,0.36
1900,KEP. BANGKA BELITUNG,2015,0.259
9100,PAPUA BARAT,2015,0.461
1800,LAMPUNG,2015,0.352
1400,RIAU,2015,0.33
8100,MALUKU,2015,0.34
6400,KALIMANTAN TIMUR,2015,0.273
1700,BENGKULU,2015,0.398
9100,PAPUA BARAT,2015,0.428
1800,LAMPUNG,2015,0.313
1400,RIAU,2015,0.392
9400,PAPUA,2015,0.347
1800,LAMPUNG,2015,0.376
7500,GORONTALO,2015,0.42
7500,GORONTALO,2015,0.366
3500,JAWA TIMUR,2015,0.403
5300,NUSA TENGGARA TIMUR,2015,0.303
7200,SULAWESI TENGAH,2015,0.415
6200,KALIMANTAN TENGAH,2015,0.34
3400,DI YOGYAKARTA,2015,0.443
9100,PAPUA BARAT,2015,0.349
7300,SULAWESI SELATAN,2015,0.38
1500,JAMBI,2015,0.319
5100,BALI,2015,0.332
7600,SULAWESI BARAT,2015,0.339
8100,MALUKU,2015,0.312
1600,SUMATERA SELATAN,2015,0.39
7400,SULAWESI TENGGARA,2015,0.399
6100,KALIMANTAN BARAT,2015,0.354
6400,KALIMANTAN TIMUR,2015,0.319
1300,SUMATERA BARAT,2015,0.28
9999,INDONESIA,2015,0.329
6100,KALIMANTAN BARAT,2015,0.33
1100,ACEH,2015,0.293
3200,JAWA BARAT,2015,0.31
7200,SULAWESI TENGAH,2015,0.37
1200,SUMATERA UTARA,2016,0.333
7300,SULAWESI SELATAN,2016,0.422
5300,NUSA TENGGARA TIMUR,2016,0.336
8100,MALUKU,2016,0.338
7200,SULAWESI TENGAH,2016,0.372
7600,SULAWESI BARAT,2016,0.347
3100,DKI JAKARTA,2016,0.411
9999,INDONESIA,2016,0.41
6300,KALIMANTAN SELATAN,2016,0.298
1400,RIAU,2016,0.347
1600,SUMATERA SELATAN,2016,0.348
3200,JAWA BARAT,2016,0.413
3300,JAWA TENGAH,2016,0.357
1800,LAMPUNG,2016,0.33
9100,PAPUA BARAT,2016,0.373
8200,MALUKU UTARA,2016,0.251
1800,LAMPUNG,2016,0.358
1400,RIAU,2016,0.368
7600,SULAWESI BARAT,2016,0.393
5200,NUSA TENGGARA BARAT,2016,0.306
5300,NUSA TENGGARA TIMUR,2016,0.317
1400,RIAU,2016,0.347
5100,BALI,2016,0.374
1300,SUMATERA BARAT,2016,0.331
7100,SULAWESI UTARA,2016,0.386
5200,NUSA TENGGARA BARAT,2016,0.365
7500,GORONTALO,2016,0.419
7400,SULAWESI TENGGARA,2016,0.388
3600,BANTEN,2016,0.394
7400,SULAWESI TENGGARA,2016,0.367
7500,GORONTALO,2016,0.402
7100,SULAWESI UTARA,2016,0.386
6300,KALIMANTAN SELATAN,2016,0.346
1700,BENGKULU,2016,0.296
1900,KEP. BANGKA BELITUNG,2016,0.275
7100,SULAWESI UTARA,2016,0.379
1100,ACEH,2016,0.362
9999,INDONESIA,2016,0.397
9999,INDONESIA,2016,0.409
7500,GORONTALO,2016,0.41
9999,INDONESIA,2016,0.327
1100,ACEH,2016,0.296
8200,MALUKU UTARA,2016,0.286
1600,SUMATERA SELATAN,2016,0.293
1800,LAMPUNG,2016,0.384
9400,PAPUA,2016,0.399
1300,SUMATERA BARAT,2016,0.267
3400,DI YOGYAKARTA,2016,0.343
6100,KALIMANTAN BARAT,2016,0.361
6100,KALIMANTAN BARAT,2016,0.341
1300,SUMATERA BARAT,2016,0.288
6400,KALIMANTAN TIMUR,2016,0.313
6400,KALIMANTAN TIMUR,2016,0.328
3400,DI YOGYAKARTA,2016,0.42
2100,KEP. RIAU,2016,0.346
1700,BENGKULU,2016,0.302
6400,KALIMANTAN TIMUR,2016,0.314
2100,KEP. RIAU,2016,0.264
7100,SULAWESI UTARA,2016,0.35
3400,DI YOGYAKARTA,2016,0.425
8200,MALUKU UTARA,2016,0.249
9400,PAPUA,2016,0.392
7300,SULAWESI SELATAN,2016,0.409
3400,DI YOGYAKARTA,2016,0.423
1200,SUMATERA UTARA,2016,0.319
7400,SULAWESI TENGGARA,2016,0.407
1600,SUMATERA SELATAN,2016,0.362
7300,SULAWESI SELATAN,2016,0.4
6500,KALIMANTAN UTARA,2016,0.304
1500,JAMBI,2016,0.313
1100,ACEH,2016,0.333
7600,SULAWESI BARAT,2016,0.441
3500,JAWA TIMUR,2016,0.333
6200,KALIMANTAN TENGAH,2016,0.33
3500,JAWA TIMUR,2016,0.433
5300,NUSA TENGGARA TIMUR,2016,0.33
7600,SULAWESI BARAT,2016,0.341
3600,BANTEN,2016,0.248
7200,SULAWESI TENGAH,2016,0.362
1800,LAMPUNG,2016,0.364
3100,DKI JAKARTA,2016,0.397
3100,DKI JAKARTA,2016,0.411
1900,KEP. BANGKA BELITUNG,2016,0.24
6200,KALIMANTAN TENGAH,2016,0.347
8100,MALUKU,2016,0.303
5200,NUSA TENGGARA BARAT,2016,0.317
8100,MALUKU,2016,0.313
3600,BANTEN,2016,0.392
2100,KEP. RIAU,2016,0.351
1500,JAMBI,2016,0.292
7200,SULAWESI TENGAH,2016,0.32
3200,JAWA BARAT,2016,0.402
1100,ACEH,2016,0.343
3500,JAWA TIMUR,2016,0.423
7500,GORONTALO,2016,0.414
3600,BANTEN,2016,0.402
3100,DKI JAKARTA,2016,0.397
1400,RIAU,2016,0.309
9400,PAPUA,2016,0.312
6300,KALIMANTAN SELATAN,2016,0.332
3500,JAWA TIMUR,2016,0.313
5100,BALI,2016,0.335
1400,RIAU,2016,0.309
7500,GORONTALO,2016,0.397
7400,SULAWESI TENGGARA,2016,0.395
3200,JAWA BARAT,2016,0.317
9400,PAPUA,2016,0.318
6300,KALIMANTAN SELATAN,2016,0.297
8100,MALUKU,2016,0.348
7400,SULAWESI TENGGARA,2016,0.402
9100,PAPUA BARAT,2016,0.357
1600,SUMATERA SELATAN,2016,0.373
3600,BANTEN,2016,0.399
2100,KEP. RIAU,2016,0.354
8100,MALUKU,2016,0.344
1900,KEP. BANGKA BELITUNG,2016,0.289
6200,KALIMANTAN TENGAH,2016,0.364
1200,SUMATERA UTARA,2016,0.312
1100,ACEH,2016,0.288
7300,SULAWESI SELATAN,2016,0.426
3300,JAWA TENGAH,2016,0.323
7600,SULAWESI BARAT,2016,0.364
3300,JAWA TENGAH,2016,0.381
6500,KALIMANTAN UTARA,2016,0.308
7200,SULAWESI TENGAH,2016,0.308
1300,SUMATERA BARAT,2016,0.353
9100,PAPUA BARAT,2016,0.326
1300,SUMATERA BARAT,2016,0.323
1700,BENGKULU,2016,0.354
1500,JAMBI,2016,0.377
1700,BENGKULU,2016,0.385
3500,JAWA TIMUR,2016,0.402
7500,GORONTALO,2016,0.392
3600,BANTEN,2016,0.264
3300,JAWA TENGAH,2016,0.313
5300,NUSA TENGGARA TIMUR,2016,0.281
6100,KALIMANTAN BARAT,2016,0.296
1700,BENGKULU,2016,0.405
7100,SULAWESI UTARA,2016,0.388
5300,NUSA TENGGARA TIMUR,2016,0.344
2100,KEP. RIAU,2016,0.352
3400,DI YOGYAKARTA,2016,0.423
1300,SUMATERA BARAT,2016,0.312
9400,PAPUA,2016,0.383
9100,PAPUA BARAT,2016,0.376
6100,KALIMANTAN BARAT,2016,0.373
6400,KALIMANTAN TIMUR,2016,0.315
3300,JAWA TENGAH,2016,0.366
6300,KALIMANTAN SELATAN,2016,0.351
1200,SUMATERA UTARA,2016,0.27
5100,BALI,2016,0.378
7200,SULAWESI TENGAH,2016,0.387
5100,BALI,2016,0.369
1900,KEP. BANGKA BELITUNG,2016,0.318
1700,BENGKULU,2016,0.357
1500,JAMBI,2016,0.349
3200,JAWA BARAT,2016,0.423
6200,KALIMANTAN TENGAH,2016,0.359
9100,PAPUA BARAT,2016,0.394
1900,KEP. BANGKA BELITUNG,2016,0.239
1600,SUMATERA SELATAN,2016,0.397
1500,JAMBI,2016,0.403
6200,KALIMANTAN TENGAH,2016,0.326
8200,MALUKU UTARA,2016,0.309
1800,LAMPUNG,2016,0.393
5200,NUSA TENGGARA BARAT,2016,0.359
3500,JAWA TIMUR,2016,0.402
1100,ACEH,2016,0.341
7100,SULAWESI UTARA,2016,0.355
7200,SULAWESI TENGAH,2016,0.347
3400,DI YOGYAKARTA,2016,0.334
9100,PAPUA BARAT,2016,0.401
2100,KEP. RIAU,2016,0.284
7600,SULAWESI BARAT,2016,0.371
8200,MALUKU UTARA,2016,0.326
9999,INDONESIA,2016,0.316
6400,KALIMANTAN TIMUR,2016,0.288
6200,KALIMANTAN TENGAH,2016,0.296
1900,KEP. BANGKA BELITUNG,2016,0.288
6500,KALIMANTAN UTARA,2016,0.3
6100,KALIMANTAN BARAT,2016,0.275
6500,KALIMANTAN UTARA,2016,0.28
5300,NUSA TENGGARA TIMUR,2016,0.362
6400,KALIMANTAN TIMUR,2016,0.314
5100,BALI,2016,0.329
1400,RIAU,2016,0.369
9999,INDONESIA,2016,0.394
9400,PAPUA,2016,0.39
6100,KALIMANTAN BARAT,2016,0.331
1600,SUMATERA SELATAN,2016,0.306
1500,JAMBI,2016,0.346
7400,SULAWESI TENGGARA,2016,0.352
1800,LAMPUNG,2016,0.311
5200,NUSA TENGGARA BARAT,2016,0.41
3300,JAWA TENGAH,2016,0.382
6500,KALIMANTAN UTARA,2016,0.305
7300,SULAWESI SELATAN,2016,0.367
1200,SUMATERA UTARA,2016,0.334
8200,MALUKU UTARA,2016,0.295
3200,JAWA BARAT,2016,0.412
6300,KALIMANTAN SELATAN,2016,0.363
5100,BALI,2016,0.366
5200,NUSA TENGGARA BARAT,2016,0.391
1200,SUMATERA UTARA,2016,0.282
3200,JAWA BARAT,2016,0.31
6500,KALIMANTAN UTARA,2016,0.268
8100,MALUKU,2016,0.327
7300,SULAWESI SELATAN,2016,0.34
1700,BENGKULU,2017,0.317
3500,JAWA TIMUR,2017,0.418
5200,NUSA TENGGARA BARAT,2017,0.413
5100,BALI,2017,0.325
6200,KALIMANTAN TENGAH,2017,0.343
6400,KALIMANTAN TIMUR,2017,0.34
7600,SULAWESI BARAT,2017,0.354
1500,JAMBI,2017,0.334
1200,SUMATERA UTARA,2017,0.365
3300,JAWA TENGAH,2017,0.365
1100,ACEH,2017,0.299
1600,SUMATERA SELATAN,2017,0.317
1300,SUMATERA BARAT,2017,0.309
1400,RIAU,2017,0.299
3200,JAWA BARAT,2017,0.412
3400,DI YOGYAKARTA,2017,0.435
1900,KEP. BANGKA BELITUNG,2017,0.303
1900,KEP. BANGKA BELITUNG,2017,0.219
2100,KEP. RIAU,2017,0.359
6300,KALIMANTAN SELATAN,2017,0.292
5200,NUSA TENGGARA BARAT,2017,0.371
1200,SUMATERA UTARA,2017,0.264
1900,KEP. BANGKA BELITUNG,2017,0.282
6100,KALIMANTAN BARAT,2017,0.356
6500,KALIMANTAN UTARA,2017,0.313
7100,SULAWESI UTARA,2017,0.346
7500,GORONTALO,2017,0.405
1100,ACEH,2017,0.334
1100,ACEH,2017,0.347
3300,JAWA TENGAH,2017,0.323
8200,MALUKU UTARA,2017,0.338
7600,SULAWESI BARAT,2017,0.299
7300,SULAWESI SELATAN,2017,0.444
7600,SULAWESI BARAT,2017,0.339
9100,PAPUA BARAT,2017,0.387
9999,INDONESIA,2017,0.407
3400,DI YOGYAKARTA,2017,0.447
1500,JAMBI,2017,0.295
6300,KALIMANTAN SELATAN,2017,0.365
3500,JAWA TIMUR,2017,0.442
7300,SULAWESI SELATAN,2017,0.407
7200,SULAWESI TENGAH,2017,0.345
1600,SUMATERA SELATAN,2017,0.361
1700,BENGKULU,2017,0.39
6100,KALIMANTAN BARAT,2017,0.327
3500,JAWA TIMUR,2017,0.396
