wilayah_kode,wilayah,tahun,value
5200,NUSA TENGGARA BARAT,2009,0.299
1400,RIAU,2009,0.311
1500,JAMBI,2009,0.269
9400,PAPUA,2009,0.292
3500,JAWA TIMUR,2009,0.334
8200,MALUKU UTARA,2009,0.249
7200,SULAWESI TENGAH,2009,0.311
3500,JAWA TIMUR,2009,0.278
1500,JAMBI,2009,0.245
8200,MALUKU UTARA,2009,0.327
9999,INDONESIA,2009,0.372
1600,SUMATERA SELATAN,2009,0.27
3600,BANTEN,2009,0.357
3200,JAWA BARAT,2009,0.378
7400,SULAWESI TENGGARA,2009,0.265
1600,SUMATERA SELATAN,2009,0.326
7600,SULAWESI BARAT,2009,0.279
2100,KEP. RIAU,2009,0.287
7500,GORONTALO,2009,0.338
1200,SUMATERA UTARA,2009,0.317
5300,NUSA TENGGARA TIMUR,2010,0.345
1500,JAMBI,2010,0.301
7200,SULAWESI TENGAH,2010,0.366
7300,SULAWESI SELATAN,2010,0.37
1800,LAMPUNG,2010,0.36
6100,KALIMANTAN BARAT,2010,0.402
3100,DKI JAKARTA,2010,0.361
1800,LAMPUNG,2010,0.309
3600,BANTEN,2010,0.419
6200,KALIMANTAN TENGAH,2010,0.304
1300,SUMATERA BARAT,2010,0.315
8100,MALUKU,2010,0.303
2100,KEP. RIAU,2010,0.293
3200,JAWA BARAT,2010,0.357
7100,SULAWESI UTARA,2010,0.379
3600,BANTEN,2010,0.289
7500,GORONTALO,2010,0.374
1400,RIAU,2010,0.326
8200,MALUKU UTARA,2010,0.278
1400,RIAU,2010,0.286
3100,DKI JAKARTA,2010,0.361
1200,SUMATERA UTARA,2010,0.346
1900,KEP. BANGKA BELITUNG,2010,0.296
1700,BENGKULU,2010,0.319
3400,DI YOGYAKARTA,2010,0.331
5100,BALI,2010,0.366
3500,JAWA TIMUR,2010,0.335
7200,SULAWESI TENGAH,2010,0.334
1700,BENGKULU,2010,0.365
6200,KALIMANTAN TENGAH,2010,0.295
6400,KALIMANTAN TIMUR,2010,0.344
6300,KALIMANTAN SELATAN,2010,0.394
5300,NUSA TENGGARA TIMUR,2010,0.347
1200,SUMATERA UTARA,2010,0.371
3500,JAWA TIMUR,2010,0.287
7600,SULAWESI BARAT,2010,0.383
1300,SUMATERA BARAT,2010,0.325
8200,MALUKU UTARA,2010,0.336
3300,JAWA TENGAH,2010,0.341
1500,JAMBI,2010,0.304
3400,DI YOGYAKARTA,2010,0.407
1100,ACEH,2010,0.312
3500,JAWA TIMUR,2010,0.337
1800,LAMPUNG,2010,0.397
7100,SULAWESI UTARA,2010,0.37
3300,JAWA TENGAH,2010,0.297
7200,SULAWESI TENGAH,2010,0.371
7400,SULAWESI TENGGARA,2010,0.351
6300,KALIMANTAN SELATAN,2010,0.306
9999,INDONESIA,2010,0.382
8100,MALUKU,2010,0.329
6400,KALIMANTAN TIMUR,2010,0.368
1300,SUMATERA BARAT,2010,0.306
9999,INDONESIA,2010,0.378
3300,JAWA TENGAH,2010,0.357
1600,SUMATERA SELATAN,2010,0.348
6300,KALIMANTAN SELATAN,2010,0.366
2100,KEP. RIAU,2010,0.306
5100,BALI,2010,0.313
2100,KEP. RIAU,2010,0.227
1500,JAMBI,2010,0.293
5300,NUSA TENGGARA TIMUR,2010,0.378
1900,KEP. BANGKA BELITUNG,2010,0.255
8100,MALUKU,2010,0.322
9400,PAPUA,2010,0.414
5200,NUSA TENGGARA BARAT,2010,0.328
1200,SUMATERA UTARA,2010,0.279
7400,SULAWESI TENGGARA,2010,0.421
7300,SULAWESI SELATAN,2010,0.361
1400,RIAU,2010,0.32
1700,BENGKULU,2010,0.397
3200,JAWA BARAT,2010,0.356
6400,KALIMANTAN TIMUR,2010,0.31
1600,SUMATERA SELATAN,2010,0.309
6100,KALIMANTAN BARAT,2010,0.309
7500,GORONTALO,2010,0.438
3600,BANTEN,2010,0.419
5100,BALI,2010,0.37
6100,KALIMANTAN BARAT,2010,0.37
7600,SULAWESI BARAT,2010,0.33
7300,SULAWESI SELATAN,2010,0.404
7600,SULAWESI BARAT,2010,0.364
9100,PAPUA BARAT,2010,0.381
9100,PAPUA BARAT,2010,0.346
3200,JAWA BARAT,2010,0.298
1900,KEP. BANGKA BELITUNG,2010,0.314
3400,DI YOGYAKARTA,2010,0.404
9999,INDONESIA,2010,0.315
1600,SUMATERA SELATAN,2010,0.34
9100,PAPUA BARAT,2010,0.291
7400,SULAWESI TENGGARA,2010,0.413
7100,SULAWESI UTARA,2010,0.34
9400,PAPUA,2010,0.294
5200,NUSA TENGGARA BARAT,2010,0.396
1100,ACEH,2010,0.301
1100,ACEH,2010,0.261
6200,KALIMANTAN TENGAH,2010,0.298
9400,PAPUA,2010,0.408
7500,GORONTALO,2010,0.431
5200,NUSA TENGGARA BARAT,2010,0.444
8200,MALUKU UTARA,2010,0.29
7600,SULAWESI BARAT,2011,0.35
9100,PAPUA BARAT,2011,0.285
6300,KALIMANTAN SELATAN,2011,0.353
7500,GORONTALO,2011,0.4
8200,MALUKU UTARA,2011,0.289
7300,SULAWESI SELATAN,2011,0.356
2100,KEP. RIAU,2011,0.382
1800,LAMPUNG,2011,0.322
1900,KEP. BANGKA BELITUNG,2011,0.284
8200,MALUKU UTARA,2011,0.334
7400,SULAWESI TENGGARA,2011,0.367
1700,BENGKULU,2011,0.332
2100,KEP. RIAU,2011,0.379
3400,DI YOGYAKARTA,2011,0.358
7300,SULAWESI SELATAN,2011,0.427
6300,KALIMANTAN SELATAN,2011,0.387
1400,RIAU,2011,0.329
7300,SULAWESI SELATAN,2011,0.371
8200,MALUKU UTARA,2011,0.28
3200,JAWA BARAT,2011,0.316
7600,SULAWESI BARAT,2011,0.313
3600,BANTEN,2011,0.404
2100,KEP. RIAU,2011,0.312
8100,MALUKU,2011,0.402
1200,SUMATERA UTARA,2011,0.347
1600,SUMATERA SELATAN,2011,0.34
6400,KALIMANTAN TIMUR,2011,0.323
5100,BALI,2011,0.407
1800,LAMPUNG,2011,0.321
9999,INDONESIA,2011,0.329
1100,ACEH,2011,0.269
5300,NUSA TENGGARA TIMUR,2011,0.33
7100,SULAWESI UTARA,2011,0.296
6400,KALIMANTAN TIMUR,2011,0.366
3600,BANTEN,2011,0.388
1800,LAMPUNG,2011,0.366
1900,KEP. BANGKA BELITUNG,2011,0.301
6300,KALIMANTAN SELATAN,2011,0.307
3500,JAWA TIMUR,2011,0.374
1100,ACEH,2011,0.28
1900,KEP. BANGKA BELITUNG,2011,0.32
3100,DKI JAKARTA,2011,0.438
1700,BENGKULU,2011,0.34
6400,KALIMANTAN TIMUR,2011,0.333
6100,KALIMANTAN BARAT,2011,0.336
1600,SUMATERA SELATAN,2011,0.342
1900,KEP. BANGKA BELITUNG,2011,0.314
7100,SULAWESI UTARA,2011,0.386
3200,JAWA BARAT,2011,0.411
1500,JAMBI,2011,0.324
8200,MALUKU UTARA,2011,0.316
1600,SUMATERA SELATAN,2011,0.365
1400,RIAU,2011,0.324
3100,DKI JAKARTA,2011,0.402
7600,SULAWESI BARAT,2011,0.413
1400,RIAU,2011,0.378
1300,SUMATERA BARAT,2011,0.332
7200,SULAWESI TENGAH,2011,0.389
5100,BALI,2011,0.387
1700,BENGKULU,2011,0.402
6200,KALIMANTAN TENGAH,2011,0.338
8100,MALUKU,2011,0.412
7200,SULAWESI TENGAH,2011,0.388
7300,SULAWESI SELATAN,2011,0.405
3200,JAWA BARAT,2011,0.38
9999,INDONESIA,2011,0.422
9100,PAPUA BARAT,2011,0.379
5300,NUSA TENGGARA TIMUR,2011,0.365
3500,JAWA TIMUR,2011,0.387
5100,BALI,2011,0.384
9100,PAPUA BARAT,2011,0.416
7100,SULAWESI UTARA,2011,0.358
3200,JAWA BARAT,2011,0.422
6300,KALIMANTAN SELATAN,2011,0.358
5200,NUSA TENGGARA BARAT,2011,0.336
1100,ACEH,2011,0.326
8100,MALUKU,2011,0.337
1600,SUMATERA SELATAN,2011,0.401
6400,KALIMANTAN TIMUR,2011,0.299
6400,KALIMANTAN TIMUR,2011,0.375
3400,DI YOGYAKARTA,2011,0.387
9400,PAPUA,2011,0.384
7400,SULAWESI TENGGARA,2011,0.406
3400,DI YOGYAKARTA,2011,0.423
7200,SULAWESI TENGAH,2011,0.349
7400,SULAWESI TENGGARA,2011,0.363
3300,JAWA TENGAH,2011,0.357
1300,SUMATERA BARAT,2011,0.349
3300,JAWA TENGAH,2011,0.324
1700,BENGKULU,2011,0.36
6100,KALIMANTAN BARAT,2011,0.401
7400,SULAWESI TENGGARA,2011,0.389
8100,MALUKU,2011,0.356
8100,MALUKU,2011,0.34
8100,MALUKU,2011,0.389
9999,INDONESIA,2011,0.396
9999,INDONESIA,2011,0.41
7600,SULAWESI BARAT,2011,0.342
3400,DI YOGYAKARTA,2011,0.401
7600,SULAWESI BARAT,2011,0.371
3300,JAWA TENGAH,2011,0.414
6100,KALIMANTAN BARAT,2011,0.417
3500,JAWA TIMUR,2011,0.303
5300,NUSA TENGGARA TIMUR,2011,0.312
7200,SULAWESI TENGAH,2011,0.376
9100,PAPUA BARAT,2011,0.335
1700,BENGKULU,2011,0.386
7500,GORONTALO,2011,0.458
3100,DKI JAKARTA,2011,0.438
3100,DKI JAKARTA,2011,0.402
7300,SULAWESI SELATAN,2011,0.442
3300,JAWA TENGAH,2011,0.335
7400,SULAWESI TENGGARA,2011,0.373
1500,JAMBI,2011,0.34
1900,KEP. BANGKA BELITUNG,2011,0.339
1300,SUMATERA BARAT,2011,0.353
3600,BANTEN,2011,0.295
6200,KALIMANTAN TENGAH,2011,0.317
7400,SULAWESI TENGGARA,2011,0.413
1400,RIAU,2011,0.332
9400,PAPUA,2011,0.342
7500,GORONTALO,2011,0.384
5200,NUSA TENGGARA BARAT,2011,0.396
7300,SULAWESI SELATAN,2011,0.395
5100,BALI,2011,0.328
1400,RIAU,2011,0.296
3400,DI YOGYAKARTA,2011,0.39
1100,ACEH,2011,0.37
6200,KALIMANTAN TENGAH,2011,0.339
1500,JAMBI,2011,0.349
8200,MALUKU UTARA,2011,0.343
1300,SUMATERA BARAT,2011,0.353
7600,SULAWESI BARAT,2011,0.374
5100,BALI,2011,0.409
3600,BANTEN,2011,0.321
1400,RIAU,2011,0.363
8200,MALUKU UTARA,2011,0.292
3500,JAWA TIMUR,2011,0.358
7500,GORONTALO,2011,0.418
6100,KALIMANTAN BARAT,2011,0.363
1800,LAMPUNG,2011,0.34
6100,KALIMANTAN BARAT,2011,0.358
1100,ACEH,2011,0.326
6300,KALIMANTAN SELATAN,2011,0.324
7100,SULAWESI UTARA,2011,0.348
9400,PAPUA,2011,0.335
9100,PAPUA BARAT,2011,0.374
3500,JAWA TIMUR,2011,0.298
3200,JAWA BARAT,2011,0.39
2100,KEP. RIAU,2011,0.299
3200,JAWA BARAT,2011,0.297
6200,KALIMANTAN TENGAH,2011,0.32
9400,PAPUA,2011,0.419
6400,KALIMANTAN TIMUR,2011,0.296
2100,KEP. RIAU,2011,0.317
1100,ACEH,2011,0.353
5200,NUSA TENGGARA BARAT,2011,0.313
1500,JAMBI,2011,0.348
9100,PAPUA BARAT,2011,0.414
1600,SUMATERA SELATAN,2011,0.334
1500,JAMBI,2011,0.335
5300,NUSA TENGGARA TIMUR,2011,0.335
5100,BALI,2011,0.337
1300,SUMATERA BARAT,2011,0.326
7500,GORONTALO,2011,0.459
9400,PAPUA,2011,0.378
9999,INDONESIA,2011,0.388
7500,GORONTALO,2011,0.396
3400,DI YOGYAKARTA,2011,0.418
1600,SUMATERA SELATAN,2011,0.416
6200,KALIMANTAN TENGAH,2011,0.353
7100,SULAWESI UTARA,2011,0.401
6200,KALIMANTAN TENGAH,2011,0.334
6300,KALIMANTAN SELATAN,2011,0.37
1900,KEP. BANGKA BELITUNG,2011,0.297
6100,KALIMANTAN BARAT,2011,0.376
1200,SUMATERA UTARA,2011,0.305
1200,SUMATERA UTARA,2011,0.306
3300,JAWA TENGAH,2011,0.383
1700,BENGKULU,2011,0.372
9999,INDONESIA,2011,0.34
1200,SUMATERA UTARA,2011,0.289
5300,NUSA TENGGARA TIMUR,2011,0.285
3600,BANTEN,2011,0.394
7100,SULAWESI UTARA,2011,0.382
9400,PAPUA,2011,0.306
1200,SUMATERA UTARA,2011,0.361
1200,SUMATERA UTARA,2011,0.319
1800,LAMPUNG,2011,0.309
5300,NUSA TENGGARA TIMUR,2011,0.357
1500,JAMBI,2011,0.348
1300,SUMATERA BARAT,2011,0.298
5200,NUSA TENGGARA BARAT,2011,0.366
5200,NUSA TENGGARA BARAT,2011,0.38
5200,NUSA TENGGARA BARAT,2011,0.363
3600,BANTEN,2011,0.404
1800,LAMPUNG,2011,0.373
3300,JAWA TENGAH,2011,0.372
3500,JAWA TIMUR,2011,0.351
2100,KEP. RIAU,2011,0.31
7200,SULAWESI TENGAH,2011,0.307
7200,SULAWESI TENGAH,2011,0.455
7400,SULAWESI TENGGARA,2012,0.417
3200,JAWA BARAT,2012,0.296
3200,JAWA BARAT,2012,0.431
6400,KALIMANTAN TIMUR,2012,0.352
1900,KEP. BANGKA BELITUNG,2012,0.31
6100,KALIMANTAN BARAT,2012,0.321
7100,SULAWESI UTARA,2012,0.434
1500,JAMBI,2012,0.345
9999,INDONESIA,2012,0.413
1900,KEP. BANGKA BELITUNG,2012,0.3
1100,ACEH,2012,0.407
3400,DI YOGYAKARTA,2012,0.451
7500,GORONTALO,2012,0.413
1300,SUMATERA BARAT,2012,0.38
7100,SULAWESI UTARA,2012,0.455
1800,LAMPUNG,2012,0.32
9999,INDONESIA,2012,0.425
7500,GORONTALO,2012,0.419
1900,KEP. BANGKA BELITUNG,2012,0.311
7300,SULAWESI SELATAN,2012,0.378
7600,SULAWESI BARAT,2012,0.28
6100,KALIMANTAN BARAT,2012,0.308
8200,MALUKU UTARA,2012,0.287
1700,BENGKULU,2012,0.39
8200,MALUKU UTARA,2012,0.251
8200,MALUKU UTARA,2012,0.282
7100,SULAWESI UTARA,2012,0.383
1800,LAMPUNG,2012,0.358
7200,SULAWESI TENGAH,2012,0.398
6400,KALIMANTAN TIMUR,2012,0.362
1400,RIAU,2012,0.414
7100,SULAWESI UTARA,2012,0.427
7200,SULAWESI TENGAH,2012,0.399
1200,SUMATERA UTARA,2012,0.351
2100,KEP. RIAU,2012,0.393
1400,RIAU,2012,0.404
6400,KALIMANTAN TIMUR,2012,0.363
7100,SULAWESI UTARA,2012,0.43
1600,SUMATERA SELATAN,2012,0.415
7300,SULAWESI SELATAN,2012,0.41
1200,SUMATERA UTARA,2012,0.318
1100,ACEH,2012,0.32
1500,JAMBI,2012,0.364
1700,BENGKULU,2012,0.322
3300,JAWA TENGAH,2012,0.372
9100,PAPUA BARAT,2012,0.362
5100,BALI,2012,0.342
7500,GORONTALO,2012,0.439
1500,JAMBI,2012,0.322
3400,DI YOGYAKARTA,2012,0.434
6300,KALIMANTAN SELATAN,2012,0.378
3300,JAWA TENGAH,2012,0.383
3300,JAWA TENGAH,2012,0.391
6200,KALIMANTAN TENGAH,2012,0.287
1200,SUMATERA UTARA,2012,0.332
6100,KALIMANTAN BARAT,2012,0.434
9100,PAPUA BARAT,2012,0.341
1700,BENGKULU,2012,0.317
1300,SUMATERA BARAT,2012,0.36
5300,NUSA TENGGARA TIMUR,2012,0.384
5100,BALI,2012,0.431
3100,DKI JAKARTA,2012,0.437
3600,BANTEN,2012,0.381
9400,PAPUA,2012,0.372
3200,JAWA BARAT,2012,0.422
5200,NUSA TENGGARA BARAT,2012,0.291
5100,BALI,2012,0.397
9400,PAPUA,2012,0.439
6300,KALIMANTAN SELATAN,2012,0.374
3500,JAWA TIMUR,2012,0.273
9400,PAPUA,2012,0.392
7200,SULAWESI TENGAH,2012,0.4
1300,SUMATERA BARAT,2012,0.321
3200,JAWA BARAT,2012,0.412
3200,JAWA BARAT,2012,0.423
2100,KEP. RIAU,2012,0.397
6300,KALIMANTAN SELATAN,2012,0.309
1800,LAMPUNG,2012,0.396
5300,NUSA TENGGARA TIMUR,2012,0.379
7500,GORONTALO,2012,0.365
1200,SUMATERA UTARA,2012,0.294
1700,BENGKULU,2012,0.354
1300,SUMATERA BARAT,2012,0.355
8100,MALUKU,2012,0.328
3600,BANTEN,2012,0.384
2100,KEP. RIAU,2012,0.328
8200,MALUKU UTARA,2012,0.327
5100,BALI,2012,0.459
1500,JAMBI,2012,0.359
7400,SULAWESI TENGGARA,2012,0.36
6400,KALIMANTAN TIMUR,2012,0.3
1600,SUMATERA SELATAN,2012,0.341
7600,SULAWESI BARAT,2012,0.335
1400,RIAU,2012,0.355
1700,BENGKULU,2012,0.36
3600,BANTEN,2012,0.387
9100,PAPUA BARAT,2012,0.407
7200,SULAWESI TENGAH,2012,0.387
1200,SUMATERA UTARA,2012,0.334
9100,PAPUA BARAT,2012,0.357
5300,NUSA TENGGARA TIMUR,2012,0.356
1100,ACEH,2012,0.337
8200,MALUKU UTARA,2012,0.306
1200,SUMATERA UTARA,2012,0.331
8200,MALUKU UTARA,2012,0.338
6400,KALIMANTAN TIMUR,2012,0.353
3100,DKI JAKARTA,2012,0.437
9999,INDONESIA,2012,0.425
6200,KALIMANTAN TENGAH,2012,0.279
7200,SULAWESI TENGAH,2012,0.337
9100,PAPUA BARAT,2012,0.425
1300,SUMATERA BARAT,2012,0.331
1700,BENGKULU,2012,0.391
3400,DI YOGYAKARTA,2012,0.449
5300,NUSA TENGGARA TIMUR,2012,0.289
7300,SULAWESI SELATAN,2012,0.418
1300,SUMATERA BARAT,2012,0.364
9100,PAPUA BARAT,2012,0.42
7500,GORONTALO,2012,0.437
7600,SULAWESI BARAT,2012,0.315
7600,SULAWESI BARAT,2012,0.276
7400,SULAWESI TENGGARA,2012,0.404
6200,KALIMANTAN TENGAH,2012,0.37
9999,INDONESIA,2012,0.33
5200,NUSA TENGGARA BARAT,2012,0.348
6200,KALIMANTAN TENGAH,2012,0.333
1500,JAMBI,2012,0.402
5100,BALI,2012,0.398
8100,MALUKU,2012,0.373
3400,DI YOGYAKARTA,2012,0.382
1100,ACEH,2012,0.341
7500,GORONTALO,2012,0.398
8100,MALUKU,2012,0.344
1100,ACEH,2012,0.26
7600,SULAWESI BARAT,2012,0.354
6200,KALIMANTAN TENGAH,2012,0.367
5100,BALI,2012,0.346
7300,SULAWESI SELATAN,2012,0.378
1600,SUMATERA SELATAN,2012,0.448
5200,NUSA TENGGARA BARAT,2012,0.389
1900,KEP. BANGKA BELITUNG,2012,0.272
5200,NUSA TENGGARA BARAT,2012,0.312
9400,PAPUA,2012,0.384
3300,JAWA TENGAH,2012,0.319
3400,DI YOGYAKARTA,2012,0.435
1400,RIAU,2012,0.396
1400,RIAU,2012,0.332
6300,KALIMANTAN SELATAN,2012,0.364
5300,NUSA TENGGARA TIMUR,2012,0.358
6100,KALIMANTAN BARAT,2012,0.395
5300,NUSA TENGGARA TIMUR,2012,0.285
6100,KALIMANTAN BARAT,2012,0.381
8100,MALUKU,2012,0.382
7200,SULAWESI TENGAH,2012,0.359
7400,SULAWESI TENGGARA,2012,0.403
8100,MALUKU,2012,0.383
8100,MALUKU,2012,0.387
1900,KEP. BANGKA BELITUNG,2012,0.285
9400,PAPUA,2012,0.446
3600,BANTEN,2012,0.303
9999,INDONESIA,2012,0.41
3100,DKI JAKARTA,2012,0.421
9999,INDONESIA,2012,0.327
1900,KEP. BANGKA BELITUNG,2012,0.294
7400,SULAWESI TENGGARA,2012,0.404
1600,SUMATERA SELATAN,2012,0.331
3300,JAWA TENGAH,2012,0.409
2100,KEP. RIAU,2012,0.349
3400,DI YOGYAKARTA,2012,0.392
1400,RIAU,2012,0.383
1800,LAMPUNG,2012,0.318
9400,PAPUA,2012,0.389
3500,JAWA TIMUR,2012,0.384
6300,KALIMANTAN SELATAN,2012,0.404
7300,SULAWESI SELATAN,2012,0.407
6200,KALIMANTAN TENGAH,2012,0.332
6300,KALIMANTAN SELATAN,2012,0.309
3500,JAWA TIMUR,2012,0.357
3100,DKI JAKARTA,2012,0.421
2100,KEP. RIAU,2012,0.354
3200,JAWA BARAT,2012,0.293
7100,SULAWESI UTARA,2012,0.364
7400,SULAWESI TENGGARA,2012,0.358
1600,SUMATERA SELATAN,2012,0.396
5200,NUSA TENGGARA BARAT,2012,0.354
1800,LAMPUNG,2012,0.356
3600,BANTEN,2012,0.387
7300,SULAWESI SELATAN,2012,0.42
2100,KEP. RIAU,2012,0.315
3600,BANTEN,2012,0.308
1600,SUMATERA SELATAN,2012,0.397
3500,JAWA TIMUR,2012,0.385
3300,JAWA TENGAH,2012,0.323
3500,JAWA TIMUR,2012,0.362
6400,KALIMANTAN TIMUR,2012,0.309
3500,JAWA TIMUR,2012,0.268
1800,LAMPUNG,2012,0.357
7600,SULAWESI BARAT,2012,0.449
6100,KALIMANTAN BARAT,2012,0.442
5200,NUSA TENGGARA BARAT,2012,0.39
1500,JAMBI,2012,0.317
1100,ACEH,2012,0.271
8100,MALUKU,2013,0.356
6200,KALIMANTAN TENGAH,2013,0.358
6300,KALIMANTAN SELATAN,2013,0.356
7100,SULAWESI UTARA,2013,0.425
2100,KEP. RIAU,2013,0.362
7300,SULAWESI SELATAN,2013,0.429
1800,LAMPUNG,2013,0.42
9999,INDONESIA,2013,0.406
7400,SULAWESI TENGGARA,2013,0.391
7500,GORONTALO,2013,0.443
3400,DI YOGYAKARTA,2013,0.349
7400,SULAWESI TENGGARA,2013,0.332
6100,KALIMANTAN BARAT,2013,0.323
7200,SULAWESI TENGAH,2013,0.325
1500,JAMBI,2013,0.347
6400,KALIMANTAN TIMUR,2013,0.369
8200,MALUKU UTARA,2013,0.266
8200,MALUKU UTARA,2013,0.293
5100,BALI,2013,0.44
3200,JAWA BARAT,2013,0.423
6200,KALIMANTAN TENGAH,2013,0.403
9100,PAPUA BARAT,2013,0.388
6100,KALIMANTAN BARAT,2013,0.439
6400,KALIMANTAN TIMUR,2013,0.371
3300,JAWA TENGAH,2013,0.421
3100,DKI JAKARTA,2013,0.433
1200,SUMATERA UTARA,2013,0.328
7100,SULAWESI UTARA,2013,0.422
1600,SUMATERA SELATAN,2013,0.383
1700,BENGKULU,2013,0.386
1600,SUMATERA SELATAN,2013,0.41
1800,LAMPUNG,2013,0.356
3600,BANTEN,2013,0.399
9400,PAPUA,2013,0.426
1900,KEP. BANGKA BELITUNG,2013,0.268
7500,GORONTALO,2013,0.441
1100,ACEH,2013,0.341
1700,BENGKULU,2013,0.337
3500,JAWA TIMUR,2013,0.386
7300,SULAWESI SELATAN,2013,0.457
1800,LAMPUNG,2013,0.291
1900,KEP. BANGKA BELITUNG,2013,0.307
7600,SULAWESI BARAT,2013,0.324
3400,DI YOGYAKARTA,2013,0.416
5200,NUSA TENGGARA BARAT,2013,0.398
7400,SULAWESI TENGGARA,2013,0.426
1600,SUMATERA SELATAN,2013,0.318
2100,KEP. RIAU,2013,0.305
1800,LAMPUNG,2013,0.292
1600,SUMATERA SELATAN,2013,0.409
3600,BANTEN,2013,0.287
1300,SUMATERA BARAT,2013,0.351
5100,BALI,2013,0.441
1500,JAMBI,2013,0.327
7500,GORONTALO,2013,0.445
1500,JAMBI,2013,0.296
9999,INDONESIA,2013,0.431
5100,BALI,2013,0.403
9400,PAPUA,2013,0.409
6300,KALIMANTAN SELATAN,2013,0.265
5300,NUSA TENGGARA TIMUR,2013,0.255
7600,SULAWESI BARAT,2013,0.428
1100,ACEH,2013,0.331
3500,JAWA TIMUR,2013,0.387
7300,SULAWESI SELATAN,2013,0.365
1400,RIAU,2013,0.323
7600,SULAWESI BARAT,2013,0.349
1700,BENGKULU,2013,0.411
1200,SUMATERA UTARA,2013,0.305
1900,KEP. BANGKA BELITUNG,2013,0.325
7500,GORONTALO,2013,0.385
5200,NUSA TENGGARA BARAT,2013,0.398
1100,ACEH,2013,0.382
8200,MALUKU UTARA,2013,0.318
9400,PAPUA,2013,0.442
9400,PAPUA,2013,0.441
7100,SULAWESI UTARA,2013,0.475
6100,KALIMANTAN BARAT,2013,0.384
7100,SULAWESI UTARA,2013,0.385
7200,SULAWESI TENGAH,2013,0.434
1100,ACEH,2013,0.256
3300,JAWA TENGAH,2013,0.387
3400,DI YOGYAKARTA,2013,0.42
7400,SULAWESI TENGGARA,2013,0.409
1700,BENGKULU,2013,0.372
1800,LAMPUNG,2013,0.412
9100,PAPUA BARAT,2013,0.391
3500,JAWA TIMUR,2013,0.285
3100,DKI JAKARTA,2013,0.433
6400,KALIMANTAN TIMUR,2013,0.361
5300,NUSA TENGGARA TIMUR,2013,0.268
3400,DI YOGYAKARTA,2013,0.45
5300,NUSA TENGGARA TIMUR,2013,0.344
1700,BENGKULU,2013,0.326
6300,KALIMANTAN SELATAN,2013,0.282
7600,SULAWESI BARAT,2013,0.295
1400,RIAU,2013,0.374
5100,BALI,2013,0.419
5300,NUSA TENGGARA TIMUR,2013,0.373
7500,GORONTALO,2013,0.428
6300,KALIMANTAN SELATAN,2013,0.402
7100,SULAWESI UTARA,2013,0.446
1200,SUMATERA UTARA,2013,0.354
1500,JAMBI,2013,0.383
3400,DI YOGYAKARTA,2013,0.343
1100,ACEH,2013,0.254
1400,RIAU,2013,0.437
7200,SULAWESI TENGAH,2013,0.351
6100,KALIMANTAN BARAT,2013,0.302
6400,KALIMANTAN TIMUR,2013,0.279
8100,MALUKU,2013,0.321
1400,RIAU,2013,0.393
8100,MALUKU,2013,0.348
3600,BANTEN,2013,0.38
7600,SULAWESI BARAT,2013,0.308
1400,RIAU,2013,0.316
5100,BALI,2013,0.384
6200,KALIMANTAN TENGAH,2013,0.3
7200,SULAWESI TENGAH,2013,0.407
7300,SULAWESI SELATAN,2013,0.443
3200,JAWA BARAT,2013,0.271
1300,SUMATERA BARAT,2013,0.363
9100,PAPUA BARAT,2013,0.431
3300,JAWA TENGAH,2013,0.404
9100,PAPUA BARAT,2013,0.364
1800,LAMPUNG,2013,0.356
1300,SUMATERA BARAT,2013,0.383
9999,INDONESIA,2013,0.413
3500,JAWA TIMUR,2013,0.368
9999,INDONESIA,2013,0.32
3600,BANTEN,2013,0.376
1500,JAMBI,2013,0.313
3300,JAWA TENGAH,2013,0.39
5100,BALI,2013,0.302
7200,SULAWESI TENGAH,2013,0.391
8200,MALUKU UTARA,2013,0.255
6300,KALIMANTAN SELATAN,2013,0.359
6100,KALIMANTAN BARAT,2013,0.446
6200,KALIMANTAN TENGAH,2013,0.35
9400,PAPUA,2013,0.354
1100,ACEH,2013,0.404
3300,JAWA TENGAH,2013,0.359
5200,NUSA TENGGARA BARAT,2013,0.364
1500,JAMBI,2013,0.348
6300,KALIMANTAN SELATAN,2013,0.386
6200,KALIMANTAN TENGAH,2013,0.284
7400,SULAWESI TENGGARA,2013,0.368
7300,SULAWESI SELATAN,2013,0.432
9999,INDONESIA,2013,0.424
7400,SULAWESI TENGGARA,2013,0.459
5200,NUSA TENGGARA BARAT,2013,0.349
5300,NUSA TENGGARA TIMUR,2013,0.36
3500,JAWA TIMUR,2013,0.364
5200,NUSA TENGGARA BARAT,2013,0.281
1300,SUMATERA BARAT,2013,0.309
9100,PAPUA BARAT,2013,0.418
3200,JAWA BARAT,2013,0.299
9400,PAPUA,2013,0.367
3100,DKI JAKARTA,2013,0.404
3400,DI YOGYAKARTA,2013,0.439
1200,SUMATERA UTARA,2013,0.281
1300,SUMATERA BARAT,2013,0.288
7100,SULAWESI UTARA,2013,0.38
1600,SUMATERA SELATAN,2013,0.375
3200,JAWA BARAT,2013,0.411
2100,KEP. RIAU,2013,0.359
8200,MALUKU UTARA,2013,0.32
1900,KEP. BANGKA BELITUNG,2013,0.239
8100,MALUKU,2013,0.286
2100,KEP. RIAU,2013,0.307
3500,JAWA TIMUR,2013,0.309
6400,KALIMANTAN TIMUR,2013,0.283
1200,SUMATERA UTARA,2013,0.386
