,kode_wilayah,wilayah,tahun,nilai
55,6200,Provinsi Kalimantan Tengah,2020,2881962096000.0
56,6400,Provinsi Kalimantan Timur,2020,1666343314000.0
57,6500,Provinsi Kalimantan Utara,2020,2166105178000.0
58,2100,Provinsi Kepulauan Riau,2020,2200843938000.0
59,1800,Provinsi Lampung,2020,3472468298000.0
60,8100,Provinsi Maluku,2020,3052696778000.0
61,8200,Provinsi Maluku Utara,2020,2444181744000.0
62,5200,Provinsi Nusa Tenggara Barat,2020,2960067880000.0
63,5300,Provinsi Nusa Tenggara Timur,2020,3438387228000.0
64,9400,Provinsi Papua,2020,4663204322000.0
65,9200,Provinsi Papua Barat,2020,2601190502000.0
66,9100,Provinsi Papua Barat,2020,2601190502000.0
67,1400,Provinsi Riau,2020,2871800898000.0
68,7600,Provinsi Sulawesi Barat,2020,1939399614000.0
69,7300,Provinsi Sulawesi Selatan,2020,4707584216000.0
70,7200,Provinsi Sulawesi Tengah,2020,2981030484000.0
71,7400,Provinsi Sulawesi Tenggara,2020,2914300726000.0
72,7100,Provinsi Sulawesi Utara,2020,2676773958000.0
73,1300,Provinsi Sumatera Barat,2020,3793246206000.0
74,1600,Provinsi Sumatera Selatan,2020,3143975982000.0
75,1200,Provinsi Sumatera Utara,2020,4957589922000.0
76,1100,Provinsi Aceh,2021,3891961232000.0
77,5100,Provinsi Bali,2021,2403023678000.0
78,1900,Provinsi Bangka Belitung,2021,1879100078000.0
79,3600,Provinsi Banten,2021,2140896646000.0
80,1700,Provinsi Bengkulu,2021,2427529736000.0
81,3400,Provinsi DI Yogyakarta,2021,2449704974000.0
82,3100,Provinsi DKI Jakarta,2021,0.0
83,7500,Provinsi Gorontalo,2021,1881278642000.0
84,1500,Provinsi Jambi,2021,2569768300000.0
85,3200,Provinsi Jawa Barat,2021,6015852238000.0
86,9700,Provinsi Jawa Tengah,2021,6865957718000.0
87,9600,Provinsi Jawa Tengah,2021,6865957718000.0
88,3300,Provinsi Jawa Tengah,2021,6865957718000.0
89,3500,Provinsi Jawa Timur,2021,7300733508000.0
90,6100,Provinsi Kalimantan Barat,2021,3144495676000.0
91,6300,Provinsi Kalimantan Selatan,2021,2186687486000.0
92,9500,Provinsi Kalimantan Selatan,2021,2186687486000.0
93,6200,Provinsi Kalimantan Tengah,2021,2862726400000.0
94,6400,Provinsi Kalimantan Timur,2021,1657814532000.0
95,6500,Provinsi Kalimantan Utara,2021,2158530816000.0
96,2100,Provinsi Kepulauan Riau,2021,2185859078000.0
97,1800,Provinsi Lampung,2021,3452592496000.0
98,8100,Provinsi Maluku,2021,3048725480000.0
99,8200,Provinsi Maluku Utara,2021,2445053928000.0
100,5200,Provinsi Nusa Tenggara Barat,2021,2951351706000.0
101,5300,Provinsi Nusa Tenggara Timur,2021,3453424178000.0
102,9400,Provinsi Papua,2021,4629840134000.0
103,9200,Provinsi Papua Barat,2021,2615420688000.0
104,9100,Provinsi Papua Barat,2021,2615420688000.0
105,1400,Provinsi Riau,2021,2910767918000.0
106,7600,Provinsi Sulawesi Barat,2021,1941833748000.0
107,7300,Provinsi Sulawesi Selatan,2021,4678271746000.0
108,7200,Provinsi Sulawesi Tengah,2021,2986277478000.0
109,7400,Provinsi Sulawesi Tenggara,2021,2913240930000.0
110,7100,Provinsi Sulawesi Utara,2021,2660927320000.0
111,1300,Provinsi Sumatera Barat,2021,3774067822000.0
112,1600,Provinsi Sumatera Selatan,2021,3126082574000.0
113,1200,Provinsi Sumatera Utara,2021,4927373178000.0
114,1100,Provinsi Aceh,2022,3895567694000.0
115,5100,Provinsi Bali,2022,2403023678000.0
116,1900,Provinsi Bangka Belitung,2022,1881717556000.0
117,3600,Provinsi Banten,2022,2142520534000.0
118,1700,Provinsi Bengkulu,2022,2427529736000.0
119,3400,Provinsi DI Yogyakarta,2022,2449704974000.0
120,3100,Provinsi DKI Jakarta,2022,0.0
121,7500,Provinsi Gorontalo,2022,1881806058000.0
122,1500,Provinsi Jambi,2022,2569768300000.0
123,3200,Provinsi Jawa Barat,2022,6031282580000.0
124,9700,Provinsi Jawa Tengah,2022,6871443262000.0
125,9600,Provinsi Jawa Tengah,2022,6871443262000.0
126,3300,Provinsi Jawa Tengah,2022,6871443262000.0
127,3500,Provinsi Jawa Timur,2022,7304238164000.0
128,6100,Provinsi Kalimantan Barat,2022,3144495676000.0
129,6300,Provinsi Kalimantan Selatan,2022,2186687486000.0
130,9500,Provinsi Kalimantan Selatan,2022,2186687486000.0
131,6200,Provinsi Kalimantan Tengah,2022,2862726400000.0
132,6400,Provinsi Kalimantan Timur,2022,1657814532000.0
133,6500,Provinsi Kalimantan Utara,2022,2158563522000.0
134,2100,Provinsi Kepulauan Riau,2022,2185859078000.0
135,1800,Provinsi Lampung,2022,3452592496000.0
136,8100,Provinsi Maluku,2022,3050803716000.0
137,8200,Provinsi Maluku Utara,2022,2446907300000.0
138,5200,Provinsi Nusa Tenggara Barat,2022,2957018146000.0
139,5300,Provinsi Nusa Tenggara Timur,2022,3461866660000.0
140,9400,Provinsi Papua,2022,4629840134000.0
141,9200,Provinsi Papua Barat,2022,2615420688000.0
142,9100,Provinsi Papua Barat,2022,2615420688000.0
143,1400,Provinsi Riau,2022,2910767918000.0
144,7600,Provinsi Sulawesi Barat,2022,1944378360000.0
145,7300,Provinsi Sulawesi Selatan,2022,4680081050000.0
146,7200,Provinsi Sulawesi Tengah,2022,2989882478000.0
147,7400,Provinsi Sulawesi Tenggara,2022,2913240930000.0
148,7100,Provinsi Sulawesi Utara,2022,2660927320000.0
149,1300,Provinsi Sumatera Barat,2022,3774067822000.0
150,1600,Provinsi Sumatera Selatan,2022,3126082574000.0
151,1200,Provinsi Sumatera Utara,2022,4927373178000.0
152,1100,Provinsi Aceh,2023,4031912564000.0
153,5100,Provinsi Bali,2023,2489415578000.0
154,1900,Provinsi Bangka Belitung,2023,1947577670000.0
155,3600,Provinsi Banten,2023,2217508705733.0
156,1700,Provinsi Bengkulu,2023,2535283754000.0
157,3400,Provinsi DI Yogyakarta,2023,2535444648000.0
158,3100,Provinsi DKI Jakarta,2023,44359436000.0
159,7500,Provinsi Gorontalo,2023,1959739782000.0
160,1500,Provinsi Jambi,2023,2659710190000.0
161,3200,Provinsi Jawa Barat,2023,6597936416000.0
162,9700,Provinsi Jawa Tengah,2023,7116858686000.0
163,9600,Provinsi Jawa Tengah,2023,7116858686000.0
164,3300,Provinsi Jawa Tengah,2023,7116858686000.0
165,3500,Provinsi Jawa Timur,2023,7805837524000.0
166,6100,Provinsi Kalimantan Barat,2023,3394877902000.0
167,6300,Provinsi Kalimantan Selatan,2023,2263221548000.0
168,9500,Provinsi Kalimantan Selatan,2023,2263221548000.0
169,6200,Provinsi Kalimantan Tengah,2023,2987790542000.0
170,6400,Provinsi Kalimantan Timur,2023,1715243267800.0
171,6500,Provinsi Kalimantan Utara,2023,2234113246000.0
172,2100,Provinsi Kepulauan Riau,2023,2262364146000.0
173,1800,Provinsi Lampung,2023,3602206594000.0
174,8100,Provinsi Maluku,2023,3157581846000.0
175,8200,Provinsi Maluku Utara,2023,2532547962900.0
176,5200,Provinsi Nusa Tenggara Barat,2023,3247260966000.0
177,5300,Provinsi Nusa Tenggara Timur,2023,3753217956000.0
178,9400,Provinsi Papua,2023,1648472616000.0
179,9200,Provinsi Papua Barat,2023,1291863170000.0
180,9100,Provinsi Papua Barat,2023,1291863170000.0
181,1400,Provinsi Riau,2023,3012644796000.0
182,7600,Provinsi Sulawesi Barat,2023,2026311644000.0
183,7300,Provinsi Sulawesi Selatan,2023,5058152058000.0
184,7200,Provinsi Sulawesi Tengah,2023,3122466412000.0
185,7400,Provinsi Sulawesi Tenggara,2023,3053659046000.0
186,7100,Provinsi Sulawesi Utara,2023,2783420216000.0
187,1300,Provinsi Sumatera Barat,2023,3978695354000.0
188,1600,Provinsi Sumatera Selatan,2023,3307532376000.0
189,1200,Provinsi Sumatera Utara,2023,5366093360000.0
190,1100,Provinsi Aceh,2024,4426055256914.0
191,5100,Provinsi Bali,2024,2723705925433.0
192,1900,Provinsi Bangka Belitung,2024,2018724952926.0
193,3600,Provinsi Banten,2024,2292496917968.0
194,1700,Provinsi Bengkulu,2024,2597136272328.0
195,3400,Provinsi DI Yogyakarta,2024,2673915224898.0
196,3100,Provinsi DKI Jakarta,2024,710302557201.0
197,7500,Provinsi Gorontalo,2024,2013469488033.0
198,1500,Provinsi Jambi,2024,2786751451750.0
