,kode_wilayah,wilayah,tahun,nilai
79,3600,Provinsi Banten,2021,4997932477000.0
80,1700,Provinsi Bengkulu,2021,1151415641000.0
81,3400,Provinsi DI Yogyakarta,2021,1899964223435.0
82,3100,Provinsi DKI Jakarta,2021,6537566516000.0
83,7500,Provinsi Gorontalo,2021,675423511000.0
84,1500,Provinsi Jambi,2021,1818095492000.0
85,3200,Provinsi Jawa Barat,2021,20912289361712.0
86,9700,Provinsi Jawa Tengah,2021,13943246320000.0
87,9600,Provinsi Jawa Tengah,2021,13943246320000.0
88,3300,Provinsi Jawa Tengah,2021,13943246320000.0
89,3500,Provinsi Jawa Timur,2021,15426365253424.0
90,6100,Provinsi Kalimantan Barat,2021,3024050229717.0
91,6300,Provinsi Kalimantan Selatan,2021,1806017842000.0
92,9500,Provinsi Kalimantan Selatan,2021,1806017842000.0
93,6200,Provinsi Kalimantan Tengah,2021,1517401312000.0
94,6400,Provinsi Kalimantan Timur,2021,2170812227000.0
95,6500,Provinsi Kalimantan Utara,2021,446795088000.0
96,2100,Provinsi Kepulauan Riau,2021,1294265025000.0
97,1800,Provinsi Lampung,2021,3865812570000.0
98,8100,Provinsi Maluku,2021,1465441131000.0
99,8200,Provinsi Maluku Utara,2021,964314275000.0
100,5200,Provinsi Nusa Tenggara Barat,2021,2488059376000.0
101,5300,Provinsi Nusa Tenggara Timur,2021,3654468895000.0
102,9400,Provinsi Papua,2021,2701430905000.0
103,9200,Provinsi Papua Barat,2021,856361741000.0
104,9100,Provinsi Papua Barat,2021,856361741000.0
105,1400,Provinsi Riau,2021,3517318191000.0
106,7600,Provinsi Sulawesi Barat,2021,790358937000.0
107,7300,Provinsi Sulawesi Selatan,2021,4828102298000.0
108,7200,Provinsi Sulawesi Tengah,2021,1704248086000.0
109,7400,Provinsi Sulawesi Tenggara,2021,1843427359000.0
110,7100,Provinsi Sulawesi Utara,2021,1554756390000.0
111,1300,Provinsi Sumatera Barat,2021,3463250847400.0
112,1600,Provinsi Sumatera Selatan,2021,4100771395000.0
113,1200,Provinsi Sumatera Utara,2021,8060884954400.0
114,1100,Provinsi Aceh,2022,1467688242389.0
115,5100,Provinsi Bali,2022,1126908788670.0
116,1900,Provinsi Bangka Belitung,2022,325099483157.0
117,3600,Provinsi Banten,2022,1950970348732.0
118,1700,Provinsi Bengkulu,2022,576424537440.0
119,3400,Provinsi DI Yogyakarta,2022,984819780471.0
120,3100,Provinsi DKI Jakarta,2022,5966605737678.0
121,7500,Provinsi Gorontalo,2022,341397798471.0
122,1500,Provinsi Jambi,2022,803538513760.0
123,3200,Provinsi Jawa Barat,2022,8460900565717.0
124,9700,Provinsi Jawa Tengah,2022,6151597980528.0
125,9600,Provinsi Jawa Tengah,2022,6151597980528.0
126,3300,Provinsi Jawa Tengah,2022,6151597980528.0
127,3500,Provinsi Jawa Timur,2022,7080204795671.0
128,6100,Provinsi Kalimantan Barat,2022,1112983014140.0
129,6300,Provinsi Kalimantan Selatan,2022,801438648050.0
130,9500,Provinsi Kalimantan Selatan,2022,801438648050.0
131,6200,Provinsi Kalimantan Tengah,2022,673649322468.0
132,6400,Provinsi Kalimantan Timur,2022,918793519078.0
133,6500,Provinsi Kalimantan Utara,2022,191675210668.0
134,2100,Provinsi Kepulauan Riau,2022,520416438025.0
135,1800,Provinsi Lampung,2022,1615914540093.0
136,8100,Provinsi Maluku,2022,666179078059.0
137,8200,Provinsi Maluku Utara,2022,434159806778.0
138,5200,Provinsi Nusa Tenggara Barat,2022,1160201950634.0
139,5300,Provinsi Nusa Tenggara Timur,2022,1562177788130.0
140,9400,Provinsi Papua,2022,807869731519.0
141,9200,Provinsi Papua Barat,2022,330230869612.0
142,9100,Provinsi Papua Barat,2022,330230869612.0
143,1400,Provinsi Riau,2022,1430098341814.0
144,7600,Provinsi Sulawesi Barat,2022,364297799523.0
145,7300,Provinsi Sulawesi Selatan,2022,2311356698527.0
146,7200,Provinsi Sulawesi Tengah,2022,793251132461.0
147,7400,Provinsi Sulawesi Tenggara,2022,964887913852.0
148,7100,Provinsi Sulawesi Utara,2022,798097702608.0
149,1300,Provinsi Sumatera Barat,2022,1764305043172.0
150,1600,Provinsi Sumatera Selatan,2022,1716803121956.0
151,1200,Provinsi Sumatera Utara,2022,3554681287075.0
152,1100,Provinsi Aceh,2023,1550077515838.0
153,5100,Provinsi Bali,2023,1158220158348.0
154,1900,Provinsi Bangka Belitung,2023,349106436084.0
155,3600,Provinsi Banten,2023,2072830618168.0
156,1700,Provinsi Bengkulu,2023,599308925322.0
157,3400,Provinsi DI Yogyakarta,2023,1014221635403.0
158,3100,Provinsi DKI Jakarta,2023,6193838565005.0
159,7500,Provinsi Gorontalo,2023,355842318975.0
160,1500,Provinsi Jambi,2023,822900004919.0
161,3200,Provinsi Jawa Barat,2023,8889873802948.0
162,9700,Provinsi Jawa Tengah,2023,6615306991319.0
163,9600,Provinsi Jawa Tengah,2023,6615306991319.0
164,3300,Provinsi Jawa Tengah,2023,6615306991319.0
165,3500,Provinsi Jawa Timur,2023,7326001864409.0
166,6100,Provinsi Kalimantan Barat,2023,1150440678181.0
167,6300,Provinsi Kalimantan Selatan,2023,851571715649.0
168,9500,Provinsi Kalimantan Selatan,2023,851571715649.0
169,6200,Provinsi Kalimantan Tengah,2023,695978320288.0
170,6400,Provinsi Kalimantan Timur,2023,973411078878.0
171,6500,Provinsi Kalimantan Utara,2023,213269269219.0
172,2100,Provinsi Kepulauan Riau,2023,578657097625.0
173,1800,Provinsi Lampung,2023,1678700858949.0
174,8100,Provinsi Maluku,2023,685691202528.0
175,8200,Provinsi Maluku Utara,2023,445771428371.0
176,5200,Provinsi Nusa Tenggara Barat,2023,1238121291560.0
177,5300,Provinsi Nusa Tenggara Timur,2023,1621853017512.0
178,9400,Provinsi Papua,2023,48175153700.0
179,9200,Provinsi Papua Barat,2023,17635314000.0
180,9100,Provinsi Papua Barat,2023,17635314000.0
181,1400,Provinsi Riau,2023,1512472327352.0
182,7600,Provinsi Sulawesi Barat,2023,399393607941.0
183,7300,Provinsi Sulawesi Selatan,2023,2337617615842.0
184,7200,Provinsi Sulawesi Tengah,2023,804720917073.0
185,7400,Provinsi Sulawesi Tenggara,2023,1016632038224.0
186,7100,Provinsi Sulawesi Utara,2023,792233635561.0
187,1300,Provinsi Sumatera Barat,2023,1794809762106.0
188,1600,Provinsi Sumatera Selatan,2023,1803152361318.0
189,1200,Provinsi Sumatera Utara,2023,3543386625304.0
190,1100,Provinsi Aceh,2024,1615747520072.0
191,5100,Provinsi Bali,2024,1184191768793.0
192,1900,Provinsi Bangka Belitung,2024,351568552120.0
193,3600,Provinsi Banten,2024,2086608903005.0
194,1700,Provinsi Bengkulu,2024,594117419662.0
195,3400,Provinsi DI Yogyakarta,2024,1005188884983.0
196,3100,Provinsi DKI Jakarta,2024,6213279363425.0
197,7500,Provinsi Gorontalo,2024,354904450402.0
198,1500,Provinsi Jambi,2024,822847920459.0
199,3200,Provinsi Jawa Barat,2024,8990456819336.0
