namapemda,provinsi,tahun,level2,level3,jenis,nilai
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,36848779000
Provinsi Jawa Barat,Provinsi Jawa Barat,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,29946932500
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,484598612000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,350680096863
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,4000000000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,4000000000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,37823808000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,37823808000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,2107726080000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,2099515123235
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1384082000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1384082000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,406000000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,406000000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Penguatan Kapasitas Kelembagaan Sentra Industri Kecil dan Menengah,Anggaran,2850000000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Penguatan Kapasitas Kelembagaan Sentra Industri Kecil dan Menengah,Realisasi,2850000000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,10346418000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,10346418000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,11148767000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,8919013600
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,1321395685000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,1057116548000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,3550426222000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,3550426222000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,19078454000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,19078454000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,187324934000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,187324934000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,63553600000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,54279702964
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,290674121000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,290674121000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,36009487000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,36009487000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,405356104000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,405356104000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,31872182000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,31872182000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Anggaran,1744962000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Realisasi,1134225300
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,3875740000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,2519231000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,111056000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,72186400
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,44000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,28600
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,416265000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,270572250
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Iuran Tetap,Anggaran,366565000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Iuran Tetap,Realisasi,238267250
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,37997568000
Provinsi Jawa Tengah,Provinsi Jawa Tengah,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,28732723500
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,622624440000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,471036174566
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,3800000000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,3800000000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,29175851000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,14587925500
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,2354939250000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,2353425193992
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1321213000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1321213000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,406000000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,406000000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Penguatan Kapasitas Kelembagaan Sentra Industri Kecil dan Menengah,Anggaran,2850000000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Penguatan Kapasitas Kelembagaan Sentra Industri Kecil dan Menengah,Realisasi,2850000000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,10346596000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,10346596000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,9718198000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,7774558400
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,1386295386000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,1109036308800
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,3634214619000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,3634214619000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,44341696000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,44341696000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,11293446000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,11293446000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,334104496000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,334104496000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,223708672000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,167818342421
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,738801897000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,738801897000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,175316189000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,175316189000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,672090908000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,672090908000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,82367451000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,82367451000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Anggaran,60072747000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Realisasi,60072747000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,168182000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,168182000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,3526934000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,3526934000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,387654000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,387654000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,21955769000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,21955769000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,565954032000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,565954032000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Iuran Tetap,Anggaran,426193000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Iuran Tetap,Realisasi,426193000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,17964673000
Provinsi Jawa Timur,Provinsi Jawa Timur,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,12226983000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,273034644000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,198796864208
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,3800000000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,3800000000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,4368089000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,4368089000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,387439700000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,385967248887
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1344209000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1344209000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,342000000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,342000000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,6782338000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,6782338000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,5315370000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,4252296000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,7516170000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,6012936000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,188769685000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,151015748000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,1430593478000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,1430593478000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,19156268000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,19156268000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,46866768000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,46866768000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,204992940000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,204992940000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,169717000000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,56513845659
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,58005527000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,58005527000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,231786000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,224832420
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,46015156000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,13680111875
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,69518830000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,5156104000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,20387113000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,20387113000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - IIUPH,Anggaran,1196551000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - IIUPH,Realisasi,1196551000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,2815465000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,2815465000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,12294706000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,12294706000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,51931927000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,51931927000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,19423433000
Provinsi Kalimantan Barat,Provinsi Kalimantan Barat,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,13929756500
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,256003229000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,150101479480
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,5500000000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,5500000000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,5844589000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,2922294500
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,216290640000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,214369456351
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,870914000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,870914000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,406000000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,406000000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,4582383000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,4582383000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,3338336000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,2670668800
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,736550000
Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,589240000
