namapemda,provinsi,tahun,level2,level3,jenis,nilai
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Realisasi,503565000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,65173260000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,65173260000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Kehutanan - IIUPH,Anggaran,2326877000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Kehutanan - IIUPH,Realisasi,2326877000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,6098697000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,6098697000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,2590996000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,2590996000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,470526522000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,470526522000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,2777163000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,2777163000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,12648494000
Provinsi Kalimantan Utara,Provinsi Kalimantan Utara,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,12648494000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,160607688000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,112615994443
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,4023686000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,4023686000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,195569900000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,193819570439
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1634207000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1634207000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,406000000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,406000000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,3556580000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,3556580000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,1684057000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,1347245600
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,1189779000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,951823200
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,99232161000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,79385728800
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,1056196498000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,1056196498000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,10693966000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,10693966000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,15853570000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,15853570000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,72209042000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,72209042000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,22965960000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,16772475151
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,1815632000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,1815632000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,49934000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,48435980
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,21353514000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,21353514000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,127828834000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,127828834000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,9210049000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,9210049000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Anggaran,108952867000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Realisasi,108952867000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,663789000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,663789000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,85532000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,85532000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,891856000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,891856000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,3172820000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,3172820000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,12111209000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,12111209000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,14318554000
Provinsi Kepulauan Riau,Provinsi Kepulauan Riau,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,11315088000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,267357679000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,177042079691
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,5500000000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,5500000000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,9659617000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,9659617000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,522742500000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,522280808450
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1327200000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1327200000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,406000000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,406000000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,4851677000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,4851677000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,1927161000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,1541728800
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,440695000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,352556000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,324027455000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,259221964000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,1574585342000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,1574585342000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,19079410000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,19079410000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,12762854000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,12762854000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,213887022000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,213887022000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,220906536000
Provinsi Lampung,Provinsi Lampung,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,127185403618
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,17372225000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,17372225000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,1325125000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,1285371250
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,21760959000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,21760959000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,76501928000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,76501928000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,3976195000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,3976195000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,1939000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,685401000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,445510650
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,222435000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,144582750
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,21448302000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,13941396300
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Iuran Tetap,Anggaran,38417000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Iuran Tetap,Realisasi,24971050
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Setoran Bagian Pemerintah,Anggaran,9065110000
Provinsi Lampung,Provinsi Lampung,2024,Dana Bagi Hasil,DBH SDA Panas Bumi - Setoran Bagian Pemerintah,Realisasi,5892321500
Provinsi Lampung,Provinsi Lampung,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,27263797000
Provinsi Lampung,Provinsi Lampung,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,21172876000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,379160798000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,268335018587
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,3500000000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,3500000000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,4121156000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,2060578000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,188259260000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,188002363447
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1722782000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1722782000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,342000000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,342000000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,3236340000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,3236340000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,5648250000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,4518600000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,9671011000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,7736808800
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,143506598000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,114805278400
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,1360549714000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,1360549714000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,39884190000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,39884190000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,67157876000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,67157876000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,143904400000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,143904400000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,20683808000
Provinsi Maluku,Provinsi Maluku,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,13170823152
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,1366757000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,1366757000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,4532404000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,255096880
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,20181830000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,658638000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,36099076000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,36099076000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,3311541000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,2152501650
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,501279000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,325831350
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,3192249000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,2074961850
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,587169000
Provinsi Maluku,Provinsi Maluku,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,381659850
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,315707513000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,226045367625
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,3353969000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,3353969000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,136843560000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,136756813768
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,905208000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,905208000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,342000000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,342000000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,2330360000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,2330360000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,3404123000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,2723298400
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,12267249000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,9813799200
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,79162393000
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,63329914400
Provinsi Maluku Utara,Provinsi Maluku Utara,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,1052171585000
